CID_1,CID_2,MCC,TC
CIDs42611257,CIDs00005376,0.0835,0.15544
CIDs42611257,CIDs74767926,-0.0009,0.290909
CIDs42611257,CIDs51039095,0.0124,0.206478
CIDs42611257,CIDs16720766,0.1165,0.253165
CIDs42611257,CIDs23725625,0.1016,0.251101
CIDs42611257,CIDs44199317,-0.0009,0.257778
CIDs42611257,CIDs11625818,0.0661,0.207407
CIDs42611257,CIDs17755052,0.1098,0.226027
CIDs42611257,CIDs00447654,-0.0038,0.3165139999999999
CIDs42611257,CIDs44449126,-0.0007,0.268908
CIDs42611257,CIDs56649450,0.0279,0.228571
CIDs42611257,CIDs44137675,0.0209,0.304348
CIDs42611257,CIDs54751698,0.0096,0.177215
CIDs42611257,CIDs16654980,0.1184,0.260331
CIDs42611257,CIDs25033539,0.037,0.300813
CIDs42611257,CIDs49867926,0.0579999999999999,0.266667
CIDs42611257,CIDs58423153,-0.0011,0.178295
CIDs42611257,CIDs00176166,0.0856,0.2921809999999999
CIDs42611257,CIDs11519784,0.0431,0.205224
CIDs70685869,CIDs11656518,-0.0004,0.313084
CIDs70685869,CIDs11152667,-0.0003,0.2408159999999999
CIDs70685869,CIDs25194865,-0.0001,0.476471
CIDs70685869,CIDs17754438,-0.0005,0.2969429999999999
CIDs70685869,CIDs11494412,-0.0002,0.298969
CIDs70685869,CIDs11597571,-0.0003,0.239669
CIDs70685869,CIDs24998177,-0.0001,0.309091
CIDs70685869,CIDs25262792,-0.0002,0.363636
CIDs70685869,CIDs00148191,-0.0001,0.149798
CIDs70685869,CIDs06442177,-0.0008,0.1504069999999999
CIDs70685869,CIDs45375953,-0.0003,0.2436969999999999
CIDs70685869,CIDs11520894,-0.0004,0.145038
CIDs70685869,CIDs11640390,-0.0003,0.296651
CIDs70685869,CIDs45381890,-0.0001,0.324786
CIDs70685869,CIDs56953069,-0.0001,0.277533
CIDs70685869,CIDs16659841,-0.0003,0.16129
CIDs70685869,CIDs11707110,-0.0004,0.4181029999999999
CIDs70685869,CIDs10127622,-0.0006,0.349558
CIDs70685869,CIDs16719221,-0.0002,0.223485
CIDs70685869,CIDs67161792,-0.0001,0.293023
CIDs70685869,CIDs73294313,-0.0001,0.325688
CIDs70685869,CIDs15951529,-0.0003,0.28436
CIDs70685869,CIDs46893585,-0.0001,0.207692
CIDs70685869,CIDs15953870,-0.0004,0.242537
CIDs70685869,CIDs46244173,-0.0001,0.2408159999999999
CIDs70685869,CIDs46244453,-0.0001,0.2419349999999999
CIDs70685869,CIDs00001805,-0.0002,0.171875
CIDs70685869,CIDs46836568,-0.0001,0.25
CIDs70685869,CIDs49846579,-0.0003,0.294118
CIDs70685869,CIDs46930996,-0.0001,0.165541
CIDs70685869,CIDs67970189,-0.0001,0.201754
CIDs70685869,CIDs11327430,-0.0005,0.201754
CIDs70685869,CIDs00003310,-0.0005,0.128405
CIDs70685869,CIDs56973724,-0.0003,0.301887
CIDs70685869,CIDs00003385,0.0281,0.227586
CIDs70685869,CIDs09933475,-0.0005,0.289855
CIDs70685869,CIDs05311497,-0.0005,0.268072
CIDs70685869,CIDs24856436,-0.0004,0.407258
CIDs70685869,CIDs44381568,-0.0001,0.333333
CIDs70685869,CIDs00002719,-0.001,0.26875
CIDs70685869,CIDs76321032,-0.0001,0.2857139999999999
CIDs70685869,CIDs56946894,-0.0001,0.276786
CIDs70685869,CIDs00064780,-0.0002,0.211155
CIDs70685869,CIDs00001690,-0.0001,0.18797
CIDs70685869,CIDs10368812,-0.0001,0.313725
CIDs70685869,CIDs10163178,-0.0002,0.2521739999999999
CIDs70685869,CIDs00123631,0.0427,0.2242989999999999
CIDs70685869,CIDs11375205,-0.0001,0.282407
CIDs70685869,CIDs46224759,-0.0001,0.296117
CIDs70685869,CIDs00104741,-0.0011,0.1333329999999999
CIDs70685869,CIDs00005376,-0.0014,0.132597
CIDs70685869,CIDs74767926,-0.0001,0.4
CIDs70685869,CIDs51039095,-0.0002,0.339713
CIDs70685869,CIDs16720766,-0.0007,0.374384
CIDs70685869,CIDs23725625,-0.0006,0.3039219999999999
CIDs70685869,CIDs44199317,-0.0001,0.274038
CIDs70685869,CIDs11625818,-0.0004,0.4128439999999999
CIDs70685869,CIDs17755052,-0.0004,0.287879
CIDs70685869,CIDs00447654,-0.0003,0.280952
CIDs70685869,CIDs44449126,-0.0001,0.302752
CIDs70685869,CIDs56649450,-0.0004,0.2209739999999999
CIDs70685869,CIDs44137675,-0.0002,0.41
CIDs70685869,CIDs54751698,-0.0003,0.231132
CIDs70685869,CIDs16654980,-0.0004,0.237069
CIDs70685869,CIDs25033539,-0.0002,0.2851059999999999
CIDs70685869,CIDs49867926,-0.0003,0.326087
CIDs70685869,CIDs58423153,-0.0001,0.206751
CIDs70685869,CIDs00176166,-0.0004,0.281385
CIDs70685869,CIDs11519784,-0.0001,0.260331
CIDs11656518,CIDs11152667,0.0187,0.199234
CIDs11656518,CIDs25194865,0.1272,0.361257
CIDs11656518,CIDs17754438,-0.0034,0.324675
CIDs11656518,CIDs11494412,0.1177,0.219626
CIDs11656518,CIDs11597571,0.1505,0.320513
CIDs11656518,CIDs24998177,-0.0004,0.356164
CIDs11656518,CIDs25262792,0.0322,0.3125
CIDs11656518,CIDs00148191,-0.0008,0.118321
CIDs11656518,CIDs06442177,0.1092,0.114504
CIDs11656518,CIDs45375953,0.0716,0.281513
CIDs11656518,CIDs11520894,0.0357,0.123636
CIDs11656518,CIDs11640390,0.1359,0.3270139999999999
CIDs11656518,CIDs45381890,-0.0005,0.399123
CIDs11656518,CIDs56953069,-0.0005,0.277778
CIDs11656518,CIDs16659841,0.0675,0.242857
CIDs11656518,CIDs11707110,0.1647,0.352
CIDs11656518,CIDs10127622,0.1958,0.302905
CIDs11656518,CIDs16719221,0.066,0.257576
CIDs11656518,CIDs67161792,-0.0005,0.28125
CIDs11656518,CIDs73294313,-0.0004,0.336323
CIDs11656518,CIDs15951529,-0.0024,0.191489
CIDs11656518,CIDs46893585,-0.0007,0.205224
CIDs11656518,CIDs15953870,0.0149,0.1875
CIDs11656518,CIDs46244173,0.0819999999999999,0.277551
CIDs11656518,CIDs46244453,-0.0004,0.278226
CIDs11656518,CIDs00001805,-0.0011,0.17
CIDs11656518,CIDs46836568,-0.0004,0.238411
CIDs11656518,CIDs49846579,-0.0022,0.281646
CIDs11656518,CIDs46930996,-0.0007,0.212329
CIDs11656518,CIDs67970189,-0.0004,0.230435
CIDs11656518,CIDs11327430,0.0121,0.141129
CIDs11656518,CIDs00003310,-0.0035,0.1865079999999999
CIDs11656518,CIDs56973724,-0.002,0.383495
CIDs11656518,CIDs00003385,0.0686,0.161491
CIDs11656518,CIDs09933475,0.2459,0.38
CIDs11656518,CIDs05311497,0.1018,0.242775
CIDs11656518,CIDs24856436,0.0532,0.330855
CIDs11656518,CIDs44381568,-0.0005,0.338095
CIDs11656518,CIDs00002719,0.0136,0.225434
CIDs11656518,CIDs76321032,-0.0004,0.274678
CIDs11656518,CIDs56946894,-0.0004,0.2770559999999999
CIDs11656518,CIDs00064780,-0.0014,0.1592589999999999
CIDs11656518,CIDs00001690,-0.0006,0.194853
CIDs11656518,CIDs10368812,-0.0005,0.2241989999999999
CIDs11656518,CIDs10163178,0.1027,0.2969429999999999
CIDs11656518,CIDs00123631,0.1298,0.321951
CIDs11656518,CIDs11375205,-0.0006,0.336449
CIDs11656518,CIDs46224759,-0.0008,0.243243
CIDs11656518,CIDs00104741,0.0974,0.155779
CIDs11656518,CIDs00005376,0.0537,0.175824
CIDs11656518,CIDs74767926,-0.0005,0.35468
CIDs11656518,CIDs51039095,0.0275,0.295964
CIDs11656518,CIDs16720766,0.0059,0.2687219999999999
CIDs11656518,CIDs23725625,0.0979,0.233184
CIDs11656518,CIDs44199317,-0.0005,0.2287
CIDs11656518,CIDs11625818,0.0163,0.2579369999999999
CIDs11656518,CIDs17755052,0.0867,0.297398
CIDs11656518,CIDs00447654,-0.002,0.356098
CIDs11656518,CIDs44449126,-0.0004,0.388626
CIDs11656518,CIDs56649450,0.0178,0.218182
CIDs11656518,CIDs44137675,0.042,0.310811
CIDs11656518,CIDs54751698,0.0229,0.153846
CIDs11656518,CIDs16654980,0.0682,0.281385
CIDs11656518,CIDs25033539,0.0356,0.317797
CIDs11656518,CIDs49867926,0.0555,0.319328
CIDs11656518,CIDs58423153,-0.0006,0.175299
CIDs11656518,CIDs00176166,0.0349,0.22
CIDs11656518,CIDs11519784,0.0819999999999999,0.1501829999999999
CIDs11152667,CIDs25194865,-0.0008,0.174274
CIDs11152667,CIDs17754438,0.0123,0.146341
CIDs11152667,CIDs11494412,-0.0016,0.218884
CIDs11152667,CIDs11597571,-0.0022,0.216117
CIDs11152667,CIDs24998177,-0.0003,0.189591
CIDs11152667,CIDs25262792,-0.0014,0.214559
CIDs11152667,CIDs00148191,-0.0008,0.17037
CIDs11152667,CIDs06442177,0.0127,0.171004
CIDs11152667,CIDs45375953,-0.002,0.163121
CIDs11152667,CIDs11520894,0.0172,0.169014
CIDs11152667,CIDs11640390,-0.0018,0.178988
CIDs11152667,CIDs45381890,-0.0005,0.2302159999999999
CIDs11152667,CIDs56953069,-0.0005,0.2337159999999999
CIDs11152667,CIDs16659841,0.0219,0.149798
CIDs11152667,CIDs11707110,-0.0029,0.179739
CIDs11152667,CIDs10127622,0.0219,0.248148
CIDs11152667,CIDs16719221,-0.0014,0.179402
CIDs11152667,CIDs67161792,-0.0005,0.20155
CIDs11152667,CIDs73294313,-0.0003,0.253906
CIDs11152667,CIDs15951529,-0.0023,0.2625
CIDs11152667,CIDs46893585,-0.0007,0.231317
CIDs11152667,CIDs15953870,0.0339,0.2331079999999999
CIDs11152667,CIDs46244173,-0.0006,0.174825
CIDs11152667,CIDs46244453,-0.0003,0.176471
CIDs11152667,CIDs00001805,-0.001,0.112554
CIDs11152667,CIDs46836568,-0.0003,0.221538
CIDs11152667,CIDs49846579,-0.0022,0.226361
CIDs11152667,CIDs46930996,-0.0007,0.1529049999999999
CIDs11152667,CIDs67970189,-0.0003,0.238866
CIDs11152667,CIDs11327430,0.0761,0.2
CIDs11152667,CIDs00003310,-0.0034,0.133803
CIDs11152667,CIDs56973724,0.0246,0.189189
CIDs11152667,CIDs00003385,0.0364,0.105263
CIDs11152667,CIDs09933475,0.0108,0.181818
CIDs11152667,CIDs05311497,0.0099,0.192105
CIDs11152667,CIDs24856436,0.0551,0.190625
CIDs11152667,CIDs44381568,-0.0005,0.1875
CIDs11152667,CIDs00002719,0.0361,0.1809049999999999
CIDs11152667,CIDs76321032,-0.0003,0.189591
CIDs11152667,CIDs56946894,-0.0003,0.186567
CIDs11152667,CIDs00064780,-0.0013,0.187279
CIDs11152667,CIDs00001690,-0.0006,0.152318
CIDs11152667,CIDs10368812,0.1039,0.261168
CIDs11152667,CIDs10163178,-0.0014,0.167883
CIDs11152667,CIDs00123631,0.0244,0.15748
CIDs11152667,CIDs11375205,-0.0006,0.2165349999999999
CIDs11152667,CIDs46224759,0.0653,0.230453
CIDs11152667,CIDs00104741,0.0128,0.124444
CIDs11152667,CIDs00005376,0.0123,0.139423
CIDs11152667,CIDs74767926,-0.0005,0.284483
CIDs11152667,CIDs51039095,-0.0017,0.228346
CIDs11152667,CIDs16720766,0.0174,0.196154
CIDs11152667,CIDs23725625,0.0881,0.262712
CIDs11152667,CIDs44199317,-0.0005,0.253165
CIDs11152667,CIDs11625818,-0.0026,0.197183
CIDs11152667,CIDs17755052,-0.0027,0.300699
CIDs11152667,CIDs00447654,0.0238,0.157692
CIDs11152667,CIDs44449126,-0.0003,0.17037
CIDs11152667,CIDs56649450,-0.0024,0.278571
CIDs11152667,CIDs44137675,-0.0011,0.203065
CIDs11152667,CIDs54751698,0.0238,0.14902
CIDs11152667,CIDs16654980,-0.0027,0.208333
CIDs11152667,CIDs25033539,-0.0013,0.201439
CIDs11152667,CIDs49867926,-0.0017,0.216606
CIDs11152667,CIDs58423153,-0.0006,0.242188
CIDs11152667,CIDs00176166,0.0168,0.276265
CIDs11152667,CIDs11519784,-0.0006,0.252788
CIDs25194865,CIDs17754438,-0.0011,0.260274
CIDs25194865,CIDs11494412,0.0928,0.2419349999999999
CIDs25194865,CIDs11597571,-0.0007,0.223684
CIDs25194865,CIDs24998177,-0.0001,0.369231
CIDs25194865,CIDs25262792,-0.0005,0.389474
CIDs25194865,CIDs00148191,-0.0003,0.100418
CIDs25194865,CIDs06442177,0.1365,0.10084
CIDs25194865,CIDs45375953,-0.0007,0.195652
CIDs25194865,CIDs11520894,-0.0008,0.0898438
CIDs25194865,CIDs11640390,0.1717,0.344086
CIDs25194865,CIDs45381890,-0.0002,0.344186
CIDs25194865,CIDs56953069,-0.0002,0.2453699999999999
CIDs25194865,CIDs16659841,0.1446,0.2094239999999999
CIDs25194865,CIDs11707110,0.0515,0.362832
CIDs25194865,CIDs10127622,0.1159,0.296804
CIDs25194865,CIDs16719221,-0.0005,0.232653
CIDs25194865,CIDs67161792,-0.0002,0.291457
CIDs25194865,CIDs73294313,-0.0001,0.374359
CIDs25194865,CIDs15951529,-0.0008,0.22549
CIDs25194865,CIDs46893585,-0.0002,0.176707
CIDs25194865,CIDs15953870,-0.0009,0.2380949999999999
CIDs25194865,CIDs46244173,-0.0002,0.304147
CIDs25194865,CIDs46244453,-0.0001,0.3045449999999999
CIDs25194865,CIDs00001805,-0.0003,0.139665
CIDs25194865,CIDs46836568,-0.0001,0.182131
CIDs25194865,CIDs49846579,-0.0007,0.2458469999999999
CIDs25194865,CIDs46930996,-0.0002,0.186813
CIDs25194865,CIDs67970189,-0.0001,0.176744
CIDs25194865,CIDs11327430,-0.001,0.193396
CIDs25194865,CIDs00003310,-0.0011,0.135021
CIDs25194865,CIDs56973724,-0.0006,0.275
CIDs25194865,CIDs00003385,0.0494,0.2265619999999999
CIDs25194865,CIDs09933475,0.2156,0.301587
CIDs25194865,CIDs05311497,0.1227,0.204819
CIDs25194865,CIDs24856436,-0.0009,0.333333
CIDs25194865,CIDs44381568,-0.0002,0.4261359999999999
CIDs25194865,CIDs00002719,-0.0023,0.3
CIDs25194865,CIDs76321032,-0.0001,0.296117
CIDs25194865,CIDs56946894,-0.0001,0.286408
CIDs25194865,CIDs00064780,-0.0004,0.12749
CIDs25194865,CIDs00001690,-0.0002,0.152344
CIDs25194865,CIDs10368812,-0.0002,0.193916
CIDs25194865,CIDs10163178,-0.0005,0.259434
CIDs25194865,CIDs00123631,0.0955,0.255208
CIDs25194865,CIDs11375205,-0.0002,0.28
CIDs25194865,CIDs46224759,-0.0003,0.28125
CIDs25194865,CIDs00104741,0.1003,0.123596
CIDs25194865,CIDs00005376,0.0465,0.1428569999999999
CIDs25194865,CIDs74767926,-0.0002,0.368715
CIDs25194865,CIDs51039095,0.0908,0.275862
CIDs25194865,CIDs16720766,-0.0015,0.283582
CIDs25194865,CIDs23725625,0.1182,0.262887
CIDs25194865,CIDs44199317,-0.0002,0.2385789999999999
CIDs25194865,CIDs11625818,-0.0008,0.3045449999999999
CIDs25194865,CIDs17755052,-0.0009,0.312757
CIDs25194865,CIDs00447654,-0.0006,0.370166
CIDs25194865,CIDs44449126,-0.0001,0.4293479999999999
CIDs25194865,CIDs56649450,-0.0008,0.205534
CIDs25194865,CIDs44137675,-0.0004,0.388298
CIDs25194865,CIDs54751698,-0.0006,0.237113
CIDs25194865,CIDs16654980,-0.0009,0.3039219999999999
CIDs25194865,CIDs25033539,-0.0004,0.294931
CIDs25194865,CIDs49867926,-0.0006,0.2622219999999999
CIDs25194865,CIDs58423153,-0.0002,0.199095
CIDs25194865,CIDs00176166,-0.0009,0.233184
CIDs25194865,CIDs11519784,-0.0002,0.213675
CIDs17754438,CIDs11494412,0.0635,0.247748
CIDs17754438,CIDs11597571,0.0289,0.359833
CIDs17754438,CIDs24998177,-0.0005,0.277551
CIDs17754438,CIDs25262792,-0.002,0.265306
CIDs17754438,CIDs00148191,-0.0011,0.119565
CIDs17754438,CIDs06442177,0.0116,0.12
CIDs17754438,CIDs45375953,-0.0028,0.284
CIDs17754438,CIDs11520894,-0.0036,0.12069
CIDs17754438,CIDs11640390,-0.0025,0.321429
CIDs17754438,CIDs45381890,-0.0007,0.329365
CIDs17754438,CIDs56953069,-0.0007,0.230469
CIDs17754438,CIDs16659841,-0.003,0.163866
CIDs17754438,CIDs11707110,-0.0041,0.291971
CIDs17754438,CIDs10127622,0.0037,0.259542
CIDs17754438,CIDs16719221,-0.002,0.204152
CIDs17754438,CIDs67161792,-0.0007,0.241803
CIDs17754438,CIDs73294313,-0.0005,0.276423
CIDs17754438,CIDs15951529,0.0281,0.16996
CIDs17754438,CIDs46893585,-0.001,0.1811849999999999
CIDs17754438,CIDs15953870,-0.0039,0.181518
CIDs17754438,CIDs46244173,-0.0008,0.223048
CIDs17754438,CIDs46244453,-0.0005,0.228782
CIDs17754438,CIDs00001805,-0.0014,0.173709
CIDs17754438,CIDs46836568,-0.0005,0.25
CIDs17754438,CIDs49846579,-0.003,0.260479
CIDs17754438,CIDs46930996,-0.001,0.213115
CIDs17754438,CIDs67970189,-0.0005,0.200803
CIDs17754438,CIDs11327430,0.0068,0.167969
CIDs17754438,CIDs00003310,-0.0048,0.1623619999999999
CIDs17754438,CIDs56973724,-0.0027,0.259414
CIDs17754438,CIDs00003385,0.0081,0.10929
CIDs17754438,CIDs09933475,0.0663,0.264069
CIDs17754438,CIDs05311497,0.0336,0.238889
CIDs17754438,CIDs24856436,0.01,0.298611
CIDs17754438,CIDs44381568,-0.0007,0.291304
CIDs17754438,CIDs00002719,0.0002,0.2127659999999999
CIDs17754438,CIDs76321032,-0.0005,0.2470119999999999
CIDs17754438,CIDs56946894,-0.0005,0.248996
CIDs17754438,CIDs00064780,-0.0019,0.166667
CIDs17754438,CIDs00001690,-0.0008,0.179931
CIDs17754438,CIDs10368812,-0.0007,0.216216
CIDs17754438,CIDs10163178,-0.002,0.2178989999999999
CIDs17754438,CIDs00123631,0.0211,0.216102
CIDs17754438,CIDs11375205,-0.0008,0.2226719999999999
CIDs17754438,CIDs46224759,-0.0011,0.2268909999999999
CIDs17754438,CIDs00104741,0.0038,0.133641
CIDs17754438,CIDs00005376,0.0138,0.127451
CIDs17754438,CIDs74767926,-0.0007,0.287611
CIDs17754438,CIDs51039095,-0.0023,0.25
CIDs17754438,CIDs16720766,-0.0065,0.266667
CIDs17754438,CIDs23725625,0.0226,0.192623
CIDs17754438,CIDs44199317,-0.0007,0.193416
CIDs17754438,CIDs11625818,-0.0036,0.261364
CIDs17754438,CIDs17755052,-0.0038,0.228956
CIDs17754438,CIDs00447654,0.0339,0.3125
CIDs17754438,CIDs44449126,-0.0005,0.320513
CIDs17754438,CIDs56649450,-0.0034,0.2229969999999999
CIDs17754438,CIDs44137675,0.0301,0.247967
CIDs17754438,CIDs54751698,-0.0028,0.139442
CIDs17754438,CIDs16654980,-0.0039,0.233202
CIDs17754438,CIDs25033539,-0.0019,0.35124
CIDs17754438,CIDs49867926,-0.0024,0.269231
CIDs17754438,CIDs58423153,-0.0008,0.187023
CIDs17754438,CIDs00176166,0.024,0.215909
CIDs17754438,CIDs11519784,-0.0008,0.166078
CIDs11494412,CIDs11597571,0.1895,0.255605
CIDs11494412,CIDs24998177,-0.0002,0.201794
CIDs11494412,CIDs25262792,-0.001,0.232558
CIDs11494412,CIDs00148191,-0.0005,0.183857
CIDs11494412,CIDs06442177,0.138,0.184685
CIDs11494412,CIDs45375953,-0.0014,0.2
CIDs11494412,CIDs11520894,0.0819999999999999,0.171548
CIDs11494412,CIDs11640390,0.1193,0.22439
CIDs11494412,CIDs45381890,0.1472,0.324201
CIDs11494412,CIDs56953069,-0.0003,0.35
CIDs11494412,CIDs16659841,0.1001,0.148515
CIDs11494412,CIDs11707110,0.1203,0.245968
CIDs11494412,CIDs10127622,0.1976,0.2445409999999999
CIDs11494412,CIDs16719221,-0.001,0.202381
CIDs11494412,CIDs67161792,-0.0003,0.283582
CIDs11494412,CIDs73294313,0.2084,0.274882
CIDs11494412,CIDs15951529,-0.0016,0.200957
CIDs11494412,CIDs46893585,-0.0005,0.214876
CIDs11494412,CIDs15953870,-0.0019,0.208494
CIDs11494412,CIDs46244173,-0.0004,0.256637
CIDs11494412,CIDs46244453,-0.0002,0.2521739999999999
CIDs11494412,CIDs00001805,-0.0007,0.132597
CIDs11494412,CIDs46836568,-0.0002,0.273063
CIDs11494412,CIDs49846579,-0.0015,0.245033
CIDs11494412,CIDs46930996,-0.0005,0.113014
CIDs11494412,CIDs67970189,-0.0002,0.221154
CIDs11494412,CIDs11327430,-0.0022,0.159817
CIDs11494412,CIDs00003310,-0.0024,0.163793
CIDs11494412,CIDs56973724,-0.0013,0.236715
CIDs11494412,CIDs00003385,0.0662,0.120567
CIDs11494412,CIDs09933475,0.1189,0.253807
CIDs11494412,CIDs05311497,0.2093,0.257053
CIDs11494412,CIDs24856436,-0.0018,0.260536
CIDs11494412,CIDs44381568,-0.0003,0.2
CIDs11494412,CIDs00002719,0.0255,0.2978719999999999
CIDs11494412,CIDs76321032,-0.0002,0.223744
CIDs11494412,CIDs56946894,-0.0002,0.225806
CIDs11494412,CIDs00064780,-0.0009,0.213675
CIDs11494412,CIDs00001690,-0.0004,0.174603
CIDs11494412,CIDs10368812,-0.0003,0.240157
CIDs11494412,CIDs10163178,0.3027,0.218182
CIDs11494412,CIDs00123631,0.1316,0.21608
CIDs11494412,CIDs11375205,0.2405,0.2660099999999999
CIDs11494412,CIDs46224759,-0.0005,0.4444439999999999
CIDs11494412,CIDs00104741,0.081,0.182353
CIDs11494412,CIDs00005376,0.0782,0.193548
CIDs11494412,CIDs74767926,-0.0003,0.322581
CIDs11494412,CIDs51039095,0.0414,0.287129
CIDs11494412,CIDs16720766,-0.0033,0.257282
CIDs11494412,CIDs23725625,0.1459,0.287958
CIDs11494412,CIDs44199317,-0.0003,0.2894739999999999
CIDs11494412,CIDs11625818,-0.0018,0.2521739999999999
CIDs11494412,CIDs17755052,0.1809,0.180812
CIDs11494412,CIDs00447654,0.035,0.220588
CIDs11494412,CIDs44449126,-0.0002,0.183857
CIDs11494412,CIDs56649450,-0.0017,0.264463
CIDs11494412,CIDs44137675,-0.0008,0.259615
CIDs11494412,CIDs54751698,-0.0014,0.193069
CIDs11494412,CIDs16654980,0.1795,0.2081449999999999
CIDs11494412,CIDs25033539,-0.0009,0.2422909999999999
CIDs11494412,CIDs49867926,-0.0012,0.207627
CIDs11494412,CIDs58423153,-0.0004,0.176991
CIDs11494412,CIDs00176166,0.0805,0.483871
CIDs11494412,CIDs11519784,-0.0004,0.163265
CIDs11597571,CIDs24998177,-0.0003,0.289796
CIDs11597571,CIDs25262792,0.0346,0.272358
CIDs11597571,CIDs00148191,-0.0007,0.155556
CIDs11597571,CIDs06442177,0.0796,0.151852
CIDs11597571,CIDs45375953,-0.0019,0.275591
CIDs11597571,CIDs11520894,0.018,0.150877
CIDs11597571,CIDs11640390,0.2041,0.256303
CIDs11597571,CIDs45381890,0.1075,0.368421
CIDs11597571,CIDs56953069,-0.0005,0.319502
CIDs11597571,CIDs16659841,0.1219,0.186441
CIDs11597571,CIDs11707110,0.033,0.284173
CIDs11597571,CIDs10127622,0.0629,0.300781
CIDs11597571,CIDs16719221,-0.0014,0.2446809999999999
CIDs11597571,CIDs67161792,-0.0005,0.280335
CIDs11597571,CIDs73294313,-0.0003,0.309917
CIDs11597571,CIDs15951529,0.0206,0.196
CIDs11597571,CIDs46893585,-0.0007,0.257353
CIDs11597571,CIDs15953870,-0.0027,0.215488
CIDs11597571,CIDs46244173,-0.0006,0.22963
CIDs11597571,CIDs46244453,-0.0003,0.239852
CIDs11597571,CIDs00001805,-0.001,0.182243
CIDs11597571,CIDs46836568,-0.0003,0.247619
CIDs11597571,CIDs49846579,-0.0021,0.31677
CIDs11597571,CIDs46930996,-0.0007,0.1841269999999999
CIDs11597571,CIDs67970189,-0.0003,0.247934
CIDs11597571,CIDs11327430,-0.0031,0.170543
CIDs11597571,CIDs00003310,-0.0033,0.204545
CIDs11597571,CIDs56973724,0.0256,0.304721
CIDs11597571,CIDs00003385,0.0384,0.125683
CIDs11597571,CIDs09933475,0.2038,0.3053099999999999
CIDs11597571,CIDs05311497,0.0387,0.250696
CIDs11597571,CIDs24856436,0.0572,0.2866889999999999
CIDs11597571,CIDs44381568,-0.0005,0.315789
CIDs11597571,CIDs00002719,0.0006,0.2554349999999999
CIDs11597571,CIDs76321032,-0.0003,0.2539679999999999
CIDs11597571,CIDs56946894,-0.0003,0.256
CIDs11597571,CIDs00064780,-0.0013,0.202899
CIDs11597571,CIDs00001690,-0.0006,0.2070179999999999
CIDs11597571,CIDs10368812,-0.0005,0.243151
CIDs11597571,CIDs10163178,-0.0014,0.274194
CIDs11597571,CIDs00123631,0.1128,0.288889
CIDs11597571,CIDs11375205,-0.0006,0.320346
CIDs11597571,CIDs46224759,-0.0007,0.23431
CIDs11597571,CIDs00104741,0.1541,0.202899
CIDs11597571,CIDs00005376,0.0077,0.194872
CIDs11597571,CIDs74767926,-0.0005,0.324324
CIDs11597571,CIDs51039095,0.0296,0.283333
CIDs11597571,CIDs16720766,0.0183,0.263374
CIDs11597571,CIDs23725625,0.0235,0.251064
CIDs11597571,CIDs44199317,-0.0005,0.273913
CIDs11597571,CIDs11625818,0.0583,0.239852
CIDs11597571,CIDs17755052,-0.0026,0.218543
CIDs11597571,CIDs00447654,-0.0019,0.242678
CIDs11597571,CIDs44449126,-0.0003,0.3390559999999999
CIDs11597571,CIDs56649450,-0.0023,0.268817
CIDs11597571,CIDs44137675,-0.0011,0.255061
CIDs11597571,CIDs54751698,-0.0019,0.160643
CIDs11597571,CIDs16654980,0.0163,0.296296
CIDs11597571,CIDs25033539,-0.0013,0.375
CIDs11597571,CIDs49867926,-0.0016,0.2333329999999999
CIDs11597571,CIDs58423153,-0.0006,0.203065
CIDs11597571,CIDs00176166,0.138,0.296
CIDs11597571,CIDs11519784,-0.0006,0.176678
CIDs24998177,CIDs25262792,0.2356,0.813253
CIDs24998177,CIDs00148191,-0.0001,0.162791
CIDs24998177,CIDs06442177,0.061,0.158915
CIDs24998177,CIDs45375953,0.1714,0.289256
CIDs24998177,CIDs11520894,0.1334,0.161765
CIDs24998177,CIDs11640390,-0.0003,0.386473
CIDs24998177,CIDs45381890,-0.0001,0.405172
CIDs24998177,CIDs56953069,-0.0001,0.29661
CIDs24998177,CIDs16659841,-0.0003,0.34
CIDs24998177,CIDs11707110,-0.0004,0.321839
CIDs24998177,CIDs10127622,0.0868,0.289157
CIDs24998177,CIDs16719221,-0.0002,0.250923
CIDs24998177,CIDs67161792,-0.0001,0.306667
CIDs24998177,CIDs73294313,-0.0001,0.38009
CIDs24998177,CIDs15951529,-0.0003,0.205882
CIDs24998177,CIDs46893585,-0.0001,0.226766
CIDs24998177,CIDs15953870,-0.0004,0.246429
CIDs24998177,CIDs46244173,0.5773,0.403509
CIDs24998177,CIDs46244453,-0.0001,0.4210529999999999
CIDs24998177,CIDs00001805,-0.0002,0.193069
CIDs24998177,CIDs46836568,-0.0001,0.27
CIDs24998177,CIDs49846579,-0.0003,0.256098
CIDs24998177,CIDs46930996,-0.0001,0.179739
CIDs24998177,CIDs67970189,-0.0001,0.188525
CIDs24998177,CIDs11327430,0.107,0.266376
CIDs24998177,CIDs00003310,-0.0005,0.181467
CIDs24998177,CIDs56973724,-0.0003,0.35814
CIDs24998177,CIDs00003385,0.0281,0.1345029999999999
CIDs24998177,CIDs09933475,0.0964,0.304147
CIDs24998177,CIDs05311497,0.0918,0.248571
CIDs24998177,CIDs24856436,-0.0004,0.336996
CIDs24998177,CIDs44381568,-0.0001,0.674419
CIDs24998177,CIDs00002719,0.0477,0.237288
