CID_1,CID_2,MCC,TC
CIDs11556711,CIDs00148191,-0.001,0.34555
CIDs11556711,CIDs06442177,0.065,0.347368
CIDs11556711,CIDs45375953,0.0175,0.164502
CIDs11556711,CIDs11520894,0.0124,0.318841
CIDs11556711,CIDs11640390,0.0202,0.1401869999999999
CIDs11556711,CIDs45381890,-0.0006,0.257778
CIDs11556711,CIDs56953069,-0.0006,0.276699
CIDs11556711,CIDs16659841,-0.0027,0.119403
CIDs11556711,CIDs11707110,0.0236,0.193676
CIDs11556711,CIDs10127622,0.0255,0.16318
CIDs11556711,CIDs16719221,-0.0018,0.165354
CIDs11556711,CIDs67161792,-0.0006,0.2741119999999999
CIDs11556711,CIDs73294313,-0.0004,0.207373
CIDs11556711,CIDs15951529,-0.0029,0.22
CIDs11556711,CIDs46893585,-0.0009,0.3045449999999999
CIDs11556711,CIDs15953870,-0.0035,0.243902
CIDs11556711,CIDs46244173,-0.0007,0.188841
CIDs11556711,CIDs46244453,-0.0004,0.195745
CIDs11556711,CIDs00001805,-0.0013,0.192771
CIDs11556711,CIDs46836568,-0.0004,0.207143
CIDs11556711,CIDs49846579,0.0341,0.238255
CIDs11556711,CIDs46930996,-0.0009,0.115789
CIDs11556711,CIDs67970189,-0.0004,0.204878
CIDs11556711,CIDs11327430,-0.004,0.2227719999999999
CIDs11556711,CIDs00003310,-0.0043,0.2175929999999999
CIDs11556711,CIDs56973724,0.0185,0.238806
CIDs11556711,CIDs00003385,0.0298,0.0942029
CIDs11556711,CIDs09933475,-0.0045,0.230769
CIDs11556711,CIDs05311497,0.0061,0.258786
CIDs11556711,CIDs24856436,-0.0033,0.2243349999999999
CIDs11556711,CIDs44381568,-0.0006,0.172249
CIDs11556711,CIDs00002719,0.008,0.205479
CIDs11556711,CIDs76321032,-0.0004,0.186364
CIDs11556711,CIDs56946894,-0.0004,0.182648
CIDs11556711,CIDs00064780,-0.0017,0.306604
CIDs11556711,CIDs00001690,-0.0007,0.2350429999999999
CIDs11556711,CIDs10368812,-0.0006,0.227092
CIDs11556711,CIDs10163178,-0.0018,0.175676
CIDs11556711,CIDs00123631,0.0205,0.25
CIDs11556711,CIDs11375205,-0.0007,0.302083
CIDs11556711,CIDs46224759,-0.001,0.230769
CIDs11556711,CIDs00104741,0.0225,0.251613
CIDs11556711,CIDs00005376,0.0051,0.253521
CIDs11556711,CIDs74767926,-0.0006,0.244792
CIDs11556711,CIDs51039095,-0.0021,0.234146
CIDs11556711,CIDs16720766,0.1156,0.272727
CIDs11556711,CIDs23725625,-0.0049,0.284946
CIDs11556711,CIDs44199317,-0.0006,0.293478
CIDs11556711,CIDs11625818,0.0585,0.190678
CIDs11556711,CIDs17755052,0.0257,0.208494
CIDs11556711,CIDs00447654,0.0381,0.152381
CIDs11556711,CIDs44449126,-0.0004,0.152466
CIDs11556711,CIDs56649450,-0.0031,0.235537
CIDs11556711,CIDs44137675,-0.0014,0.231884
CIDs11556711,CIDs54751698,-0.0025,0.193878
CIDs11556711,CIDs16654980,0.0399,0.187215
CIDs11556711,CIDs25033539,-0.0017,0.190476
CIDs11556711,CIDs49867926,-0.0022,0.14876
CIDs11556711,CIDs58423153,-0.0007,0.193548
CIDs11556711,CIDs00176166,0.0733,0.251163
CIDs11556711,CIDs11519784,-0.0007,0.257919
CIDs25071599,CIDs90667118,0.7071,0.798507
CIDs25071599,CIDs00104842,-0.0011,0.235075
CIDs25071599,CIDs10302451,-0.0007,0.199095
CIDs25071599,CIDs11213558,0.0877,0.306977
CIDs25071599,CIDs03081361,-0.0009,0.2446809999999999
CIDs25071599,CIDs11167602,-0.0005,0.309783
CIDs25071599,CIDs56673688,-0.0001,0.321951
CIDs25071599,CIDs00005515,-0.0003,0.255639
CIDs25071599,CIDs72793174,-0.0001,0.215859
CIDs25071599,CIDs24978538,-0.0007,0.189474
CIDs25071599,CIDs10126189,-0.0007,0.199134
CIDs25071599,CIDs11717001,-0.0004,0.2075469999999999
CIDs25071599,CIDs42611257,-0.0009,0.247619
CIDs25071599,CIDs70685869,-0.0001,0.318919
CIDs25071599,CIDs11656518,-0.0005,0.352941
CIDs25071599,CIDs11152667,-0.0005,0.248869
CIDs25071599,CIDs25194865,-0.0002,0.327381
CIDs25071599,CIDs17754438,-0.0007,0.228311
CIDs25071599,CIDs11494412,-0.0003,0.244444
CIDs25071599,CIDs11597571,-0.0005,0.236364
CIDs25071599,CIDs24998177,-0.0001,0.293532
CIDs25071599,CIDs25262792,-0.0003,0.352632
CIDs25071599,CIDs00148191,-0.0002,0.117904
CIDs25071599,CIDs06442177,-0.0012,0.118421
CIDs25071599,CIDs45375953,-0.0004,0.207207
CIDs25071599,CIDs11520894,-0.0005,0.114754
CIDs25071599,CIDs11640390,-0.0004,0.265625
CIDs25071599,CIDs45381890,-0.0001,0.317757
CIDs25071599,CIDs56953069,-0.0001,0.303483
CIDs25071599,CIDs16659841,-0.0004,0.244444
CIDs25071599,CIDs11707110,-0.0006,0.34375
CIDs25071599,CIDs10127622,-0.0008,0.3446599999999999
CIDs25071599,CIDs16719221,-0.0003,0.2190079999999999
CIDs25071599,CIDs67161792,-0.0001,0.269036
CIDs25071599,CIDs73294313,-0.0001,0.311558
CIDs25071599,CIDs15951529,-0.0005,0.265625
CIDs25071599,CIDs46893585,-0.0001,0.157895
CIDs25071599,CIDs15953870,-0.0006,0.182171
CIDs25071599,CIDs46244173,-0.0001,0.237668
CIDs25071599,CIDs46244453,-0.0001,0.23348
CIDs25071599,CIDs00001805,-0.0002,0.125714
CIDs25071599,CIDs46836568,-0.0001,0.229927
CIDs25071599,CIDs49846579,-0.0004,0.202614
CIDs25071599,CIDs46930996,-0.0001,0.174074
CIDs25071599,CIDs67970189,-0.0001,0.2424239999999999
CIDs25071599,CIDs11327430,-0.0007,0.1441859999999999
CIDs25071599,CIDs00003310,-0.0007,0.110169
CIDs25071599,CIDs56973724,-0.0004,0.258883
CIDs25071599,CIDs00003385,-0.0025,0.153846
CIDs25071599,CIDs09933475,-0.0007,0.213198
CIDs25071599,CIDs05311497,-0.0008,0.1731339999999999
CIDs25071599,CIDs24856436,-0.0005,0.253906
CIDs25071599,CIDs44381568,-0.0001,0.363128
CIDs25071599,CIDs00002719,-0.0015,0.258993
CIDs25071599,CIDs76321032,-0.0001,0.333333
CIDs25071599,CIDs56946894,-0.0001,0.336788
CIDs25071599,CIDs00064780,-0.0003,0.169492
CIDs25071599,CIDs00001690,-0.0001,0.120623
CIDs25071599,CIDs10368812,-0.0001,0.203922
CIDs25071599,CIDs10163178,-0.0003,0.232227
CIDs25071599,CIDs00123631,-0.0017,0.2446809999999999
CIDs25071599,CIDs11375205,-0.0001,0.251256
CIDs25071599,CIDs46224759,-0.0002,0.26455
CIDs25071599,CIDs00104741,-0.0016,0.122093
CIDs25071599,CIDs00005376,-0.002,0.134615
CIDs25071599,CIDs74767926,-0.0001,0.286486
CIDs25071599,CIDs51039095,-0.0003,0.298969
CIDs25071599,CIDs16720766,-0.001,0.261307
CIDs25071599,CIDs23725625,-0.0008,0.233161
CIDs25071599,CIDs44199317,-0.0001,0.240838
CIDs25071599,CIDs11625818,-0.0005,0.238938
CIDs25071599,CIDs17755052,0.088,0.228346
CIDs25071599,CIDs00447654,-0.0004,0.309783
CIDs25071599,CIDs44449126,-0.0001,0.28
CIDs25071599,CIDs56649450,-0.0005,0.206478
CIDs25071599,CIDs44137675,-0.0002,0.395604
CIDs25071599,CIDs54751698,-0.0004,0.194872
CIDs25071599,CIDs16654980,-0.0006,0.341969
CIDs25071599,CIDs25033539,-0.0003,0.217778
CIDs25071599,CIDs49867926,-0.0004,0.3381639999999999
CIDs25071599,CIDs58423153,-0.0001,0.194444
CIDs25071599,CIDs00176166,-0.0005,0.258216
CIDs25071599,CIDs11519784,-0.0001,0.154167
CIDs90667118,CIDs00104842,-0.0008,0.253521
CIDs90667118,CIDs10302451,-0.0005,0.300448
CIDs90667118,CIDs11213558,0.062,0.423256
CIDs90667118,CIDs03081361,-0.0006,0.321429
CIDs90667118,CIDs11167602,-0.0004,0.371134
CIDs90667118,CIDs56673688,-0.0001,0.383178
CIDs90667118,CIDs00005515,-0.0002,0.27305
CIDs90667118,CIDs72793174,-0.0001,0.238683
CIDs90667118,CIDs24978538,-0.0005,0.221477
CIDs90667118,CIDs10126189,-0.0005,0.208
CIDs90667118,CIDs11717001,-0.0003,0.206009
CIDs90667118,CIDs42611257,-0.0007,0.23176
CIDs90667118,CIDs70685869,-0.0001,0.293269
CIDs90667118,CIDs11656518,-0.0004,0.396985
CIDs90667118,CIDs11152667,-0.0003,0.248963
CIDs90667118,CIDs25194865,-0.0001,0.291667
CIDs90667118,CIDs17754438,-0.0005,0.245763
CIDs90667118,CIDs11494412,-0.0002,0.238806
CIDs90667118,CIDs11597571,-0.0003,0.269231
CIDs90667118,CIDs24998177,-0.0001,0.319444
CIDs90667118,CIDs25262792,-0.0002,0.323944
CIDs90667118,CIDs00148191,-0.0001,0.133065
CIDs90667118,CIDs06442177,-0.0008,0.1290319999999999
CIDs90667118,CIDs45375953,-0.0003,0.210744
CIDs90667118,CIDs11520894,-0.0004,0.129278
CIDs90667118,CIDs11640390,-0.0003,0.2407409999999999
CIDs90667118,CIDs45381890,-0.0001,0.352423
CIDs90667118,CIDs56953069,-0.0001,0.3045449999999999
CIDs90667118,CIDs16659841,-0.0003,0.270408
CIDs90667118,CIDs11707110,-0.0004,0.3306119999999999
CIDs90667118,CIDs10127622,-0.0006,0.324561
CIDs90667118,CIDs16719221,-0.0002,0.25
CIDs90667118,CIDs67161792,-0.0001,0.27907
CIDs90667118,CIDs73294313,-0.0001,0.375
CIDs90667118,CIDs15951529,-0.0003,0.2407409999999999
CIDs90667118,CIDs46893585,-0.0001,0.196154
CIDs90667118,CIDs15953870,-0.0004,0.178571
CIDs90667118,CIDs46244173,-0.0001,0.223577
CIDs90667118,CIDs46244453,-0.0001,0.22
CIDs90667118,CIDs00001805,-0.0002,0.1212119999999999
CIDs90667118,CIDs46836568,-0.0001,0.270175
CIDs90667118,CIDs49846579,-0.0003,0.259615
CIDs90667118,CIDs46930996,-0.0001,0.208481
CIDs90667118,CIDs67970189,-0.0001,0.248848
CIDs90667118,CIDs11327430,-0.0005,0.148305
CIDs90667118,CIDs00003310,-0.0005,0.17623
CIDs90667118,CIDs56973724,-0.0003,0.325243
CIDs90667118,CIDs00003385,-0.0018,0.1290319999999999
CIDs90667118,CIDs09933475,-0.0005,0.275362
CIDs90667118,CIDs05311497,-0.0005,0.2151159999999999
CIDs90667118,CIDs24856436,-0.0004,0.267399
CIDs90667118,CIDs44381568,-0.0001,0.331683
CIDs90667118,CIDs00002719,-0.001,0.2345679999999999
CIDs90667118,CIDs76321032,-0.0001,0.350711
CIDs90667118,CIDs56946894,-0.0001,0.354067
CIDs90667118,CIDs00064780,-0.0002,0.194444
CIDs90667118,CIDs00001690,-0.0001,0.1549819999999999
CIDs90667118,CIDs10368812,-0.0001,0.202899
CIDs90667118,CIDs10163178,-0.0002,0.278027
CIDs90667118,CIDs00123631,-0.0012,0.321429
CIDs90667118,CIDs11375205,-0.0001,0.330097
CIDs90667118,CIDs46224759,-0.0001,0.251185
CIDs90667118,CIDs00104741,-0.0011,0.141361
CIDs90667118,CIDs00005376,-0.0014,0.1812869999999999
CIDs90667118,CIDs74767926,-0.0001,0.258373
CIDs90667118,CIDs51039095,-0.0002,0.35122
CIDs90667118,CIDs16720766,-0.0007,0.2545449999999999
CIDs90667118,CIDs23725625,-0.0006,0.2464449999999999
CIDs90667118,CIDs44199317,-0.0001,0.253589
CIDs90667118,CIDs11625818,-0.0004,0.2249
CIDs90667118,CIDs17755052,0.1248,0.248148
CIDs90667118,CIDs00447654,-0.0003,0.2912619999999999
CIDs90667118,CIDs44449126,-0.0001,0.300926
CIDs90667118,CIDs56649450,-0.0004,0.209738
CIDs90667118,CIDs44137675,-0.0002,0.360976
CIDs90667118,CIDs54751698,-0.0003,0.1834859999999999
CIDs90667118,CIDs16654980,-0.0004,0.32093
CIDs90667118,CIDs25033539,-0.0002,0.251046
CIDs90667118,CIDs49867926,-0.0003,0.43128
CIDs90667118,CIDs58423153,-0.0001,0.189076
CIDs90667118,CIDs00176166,-0.0004,0.246809
CIDs90667118,CIDs11519784,-0.0001,0.157088
CIDs00104842,CIDs10302451,0.0205,0.229773
CIDs00104842,CIDs11213558,0.016,0.241379
CIDs00104842,CIDs03081361,0.022,0.2419929999999999
CIDs00104842,CIDs11167602,0.0225,0.215017
CIDs00104842,CIDs56673688,-0.0013,0.278146
CIDs00104842,CIDs00005515,0.0514,0.918803
CIDs00104842,CIDs72793174,-0.0011,0.22956
CIDs00104842,CIDs24978538,0.0618,0.247253
CIDs00104842,CIDs10126189,0.0585,0.2894739999999999
CIDs00104842,CIDs11717001,-0.0042,0.2926829999999999
CIDs00104842,CIDs42611257,0.0196,0.26087
CIDs00104842,CIDs70685869,-0.0008,0.300725
CIDs00104842,CIDs11656518,0.0039,0.314286
CIDs00104842,CIDs11152667,0.0331,0.184848
CIDs00104842,CIDs25194865,0.0274,0.315175
CIDs00104842,CIDs17754438,0.0267,0.3150679999999999
CIDs00104842,CIDs11494412,0.0234,0.298851
CIDs00104842,CIDs11597571,0.0148,0.277228
CIDs00104842,CIDs24998177,-0.0008,0.339286
CIDs00104842,CIDs25262792,-0.0033,0.309859
CIDs00104842,CIDs00148191,0.0274,0.166667
CIDs00104842,CIDs06442177,0.0516,0.167192
CIDs00104842,CIDs45375953,-0.0045,0.239482
CIDs00104842,CIDs11520894,0.0289999999999999,0.169184
CIDs00104842,CIDs11640390,0.0335,0.325926
CIDs00104842,CIDs45381890,-0.0011,0.345763
CIDs00104842,CIDs56953069,-0.0011,0.282313
CIDs00104842,CIDs16659841,0.0375,0.2107139999999999
CIDs00104842,CIDs11707110,0.001,0.333333
CIDs00104842,CIDs10127622,0.0194,0.248408
CIDs00104842,CIDs16719221,0.0427,0.261538
CIDs00104842,CIDs67161792,-0.0011,0.271777
CIDs00104842,CIDs73294313,0.0643,0.2702699999999999
CIDs00104842,CIDs15951529,0.0045,0.1854299999999999
CIDs00104842,CIDs46893585,-0.0016,0.249221
CIDs00104842,CIDs15953870,0.0261,0.2173909999999999
CIDs00104842,CIDs46244173,-0.0013,0.294702
CIDs00104842,CIDs46244453,-0.0008,0.30363
CIDs00104842,CIDs00001805,-0.0023,0.1863119999999999
CIDs00104842,CIDs46836568,-0.0008,0.287749
CIDs00104842,CIDs49846579,0.0054,0.298387
CIDs00104842,CIDs46930996,-0.0016,0.170732
CIDs00104842,CIDs67970189,-0.0008,0.179739
CIDs00104842,CIDs11327430,-0.0003,0.168285
CIDs00104842,CIDs00003310,0.0506,0.277966
CIDs00104842,CIDs56973724,0.0191,0.287234
CIDs00104842,CIDs00003385,0.0791,0.1324789999999999
CIDs00104842,CIDs09933475,0.0361,0.2508829999999999
CIDs00104842,CIDs05311497,0.0516,0.351064
CIDs00104842,CIDs24856436,0.0195,0.333333
CIDs00104842,CIDs44381568,-0.0011,0.282143
CIDs00104842,CIDs00002719,0.063,0.174089
CIDs00104842,CIDs76321032,-0.0008,0.2376239999999999
CIDs00104842,CIDs56946894,-0.0008,0.239203
CIDs00104842,CIDs00064780,0.0138,0.225705
CIDs00104842,CIDs00001690,0.0738,0.283439
CIDs00104842,CIDs10368812,-0.0011,0.274924
CIDs00104842,CIDs10163178,0.0284,0.233553
CIDs00104842,CIDs00123631,0.0503,0.224561
CIDs00104842,CIDs11375205,0.0738,0.2380949999999999
CIDs00104842,CIDs46224759,-0.0017,0.273381
CIDs00104842,CIDs00104741,0.0634,0.184615
CIDs00104842,CIDs00005376,0.0432,0.145098
CIDs00104842,CIDs74767926,-0.0011,0.3220969999999999
CIDs00104842,CIDs51039095,0.0095,0.278746
CIDs00104842,CIDs16720766,0.0185,0.262069
CIDs00104842,CIDs23725625,0.0433,0.251773
CIDs00104842,CIDs44199317,-0.0011,0.2616489999999999
CIDs00104842,CIDs11625818,0.0286,0.316667
CIDs00104842,CIDs17755052,0.0101,0.2521989999999999
CIDs00104842,CIDs00447654,0.0182,0.262411
CIDs00104842,CIDs44449126,-0.0008,0.301754
CIDs00104842,CIDs56649450,-0.0055,0.243976
CIDs00104842,CIDs44137675,-0.0026,0.317857
CIDs00104842,CIDs54751698,-0.0045,0.179661
CIDs00104842,CIDs16654980,0.0099,0.255034
CIDs00104842,CIDs25033539,0.0138,0.374558
CIDs00104842,CIDs49867926,-0.0039,0.252396
CIDs00104842,CIDs58423153,-0.0013,0.195513
CIDs00104842,CIDs00176166,0.0283,0.272425
CIDs00104842,CIDs11519784,-0.0013,0.163205
CIDs10302451,CIDs11213558,0.1131,0.422414
CIDs10302451,CIDs03081361,0.1329,0.466321
CIDs10302451,CIDs11167602,0.0884,0.213389
CIDs10302451,CIDs56673688,0.0609,0.361702
CIDs10302451,CIDs00005515,-0.0017,0.231511
CIDs10302451,CIDs72793174,-0.0007,0.208178
CIDs10302451,CIDs24978538,0.0182,0.220126
CIDs10302451,CIDs10126189,0.0062,0.151943
CIDs10302451,CIDs11717001,-0.0025,0.191406
CIDs10302451,CIDs42611257,0.0756,0.210117
CIDs10302451,CIDs70685869,-0.0005,0.2259409999999999
CIDs10302451,CIDs11656518,0.0884,0.296137
CIDs10302451,CIDs11152667,0.0126,0.181818
CIDs10302451,CIDs25194865,0.0945,0.276995
CIDs10302451,CIDs17754438,-0.0045,0.2277989999999999
CIDs10302451,CIDs11494412,0.0869,0.19214
CIDs10302451,CIDs11597571,0.0948,0.258824
CIDs10302451,CIDs24998177,-0.0005,0.32618
CIDs10302451,CIDs25262792,-0.002,0.2857139999999999
CIDs10302451,CIDs00148191,0.0467,0.205534
CIDs10302451,CIDs06442177,0.0782,0.2015809999999999
CIDs10302451,CIDs45375953,-0.0027,0.2099239999999999
CIDs10302451,CIDs11520894,0.0823,0.202247
CIDs10302451,CIDs11640390,0.1827,0.216667
CIDs10302451,CIDs45381890,0.0749,0.318725
CIDs10302451,CIDs56953069,-0.0007,0.219608
CIDs10302451,CIDs16659841,0.0491,0.318841
CIDs10302451,CIDs11707110,0.0711,0.25
CIDs10302451,CIDs10127622,0.0785,0.273438
CIDs10302451,CIDs16719221,-0.002,0.202797
CIDs10302451,CIDs67161792,0.0749,0.2887929999999999
CIDs10302451,CIDs73294313,0.1064,0.3537119999999999
CIDs10302451,CIDs15951529,0.0287,0.140625
CIDs10302451,CIDs46893585,-0.0009,0.227106
CIDs10302451,CIDs15953870,0.0095,0.212329
CIDs10302451,CIDs46244173,-0.0008,0.254826
CIDs10302451,CIDs46244453,-0.0005,0.265385
CIDs10302451,CIDs00001805,-0.0014,0.177033
CIDs10302451,CIDs46836568,-0.0005,0.217666
CIDs10302451,CIDs49846579,0.0139,0.271341
CIDs10302451,CIDs46930996,-0.0009,0.176849
CIDs10302451,CIDs67970189,-0.0005,0.175299
CIDs10302451,CIDs11327430,-0.0044,0.175299
CIDs10302451,CIDs00003310,0.0059,0.27459
CIDs10302451,CIDs56973724,0.0166,0.375
CIDs10302451,CIDs00003385,0.0343,0.130682
CIDs10302451,CIDs09933475,0.1401,0.333333
CIDs10302451,CIDs05311497,0.0836,0.220994
CIDs10302451,CIDs24856436,0.0242,0.284722
CIDs10302451,CIDs44381568,-0.0007,0.252137
CIDs10302451,CIDs00002719,0.0214,0.244444
CIDs10302451,CIDs76321032,-0.0005,0.298319
CIDs10302451,CIDs56946894,-0.0005,0.295359
CIDs10302451,CIDs00064780,-0.0018,0.199262
CIDs10302451,CIDs00001690,-0.0008,0.229927
CIDs10302451,CIDs10368812,-0.0007,0.163399
CIDs10302451,CIDs10163178,0.0758,0.471429
CIDs10302451,CIDs00123631,0.0546,0.538043
CIDs10302451,CIDs11375205,0.1842,0.497487
CIDs10302451,CIDs46224759,-0.0011,0.156627
CIDs10302451,CIDs00104741,0.0877,0.141509
CIDs10302451,CIDs00005376,0.0461,0.208556
CIDs10302451,CIDs74767926,-0.0007,0.205882
CIDs10302451,CIDs51039095,-0.0023,0.270042
CIDs10302451,CIDs16720766,0.0095,0.265823
CIDs10302451,CIDs23725625,0.0327,0.200837
CIDs10302451,CIDs44199317,-0.0007,0.176955
CIDs10302451,CIDs11625818,0.0248,0.2276119999999999
CIDs10302451,CIDs17755052,0.0364,0.289286
CIDs10302451,CIDs00447654,-0.0027,0.26087
CIDs10302451,CIDs44449126,-0.0005,0.292373
CIDs10302451,CIDs56649450,-0.0033,0.180272
CIDs10302451,CIDs44137675,-0.0016,0.273109
CIDs10302451,CIDs54751698,-0.0027,0.160494
CIDs10302451,CIDs16654980,0.0493,0.252033
CIDs10302451,CIDs25033539,0.0258,0.27668
CIDs10302451,CIDs49867926,-0.0024,0.304
CIDs10302451,CIDs58423153,0.0609,0.154135
CIDs10302451,CIDs00176166,0.0667,0.140288
CIDs10302451,CIDs11519784,-0.0008,0.185455
CIDs11213558,CIDs03081361,0.3466,0.417062
CIDs11213558,CIDs11167602,0.1739,0.280335
CIDs11213558,CIDs56673688,0.0711,0.4117649999999999
CIDs11213558,CIDs00005515,0.0493,0.246875
CIDs11213558,CIDs72793174,-0.0011,0.235507
CIDs11213558,CIDs24978538,0.0724,0.224242
CIDs11213558,CIDs10126189,0.0368,0.175258
CIDs11213558,CIDs11717001,0.089,0.1933089999999999
CIDs11213558,CIDs42611257,0.0807,0.202206
CIDs11213558,CIDs70685869,-0.0008,0.236
CIDs11213558,CIDs11656518,0.2099,0.308642
CIDs11213558,CIDs11152667,0.013,0.188153
CIDs11213558,CIDs25194865,0.1386,0.230769
CIDs11213558,CIDs17754438,0.0187,0.218978
CIDs11213558,CIDs11494412,0.114,0.194215
CIDs11213558,CIDs11597571,0.3685,0.306202
CIDs11213558,CIDs24998177,-0.0008,0.406926
CIDs11213558,CIDs25262792,0.0409999999999999,0.3879309999999999
CIDs11213558,CIDs00148191,-0.0018,0.150538
CIDs11213558,CIDs06442177,0.1188,0.146953
CIDs11213558,CIDs45375953,0.0168,0.228782
CIDs11213558,CIDs11520894,0.0528,0.146259
CIDs11213558,CIDs11640390,0.153,0.2173909999999999
CIDs11213558,CIDs45381890,0.0433,0.329502
CIDs11213558,CIDs56953069,-0.0011,0.267442
CIDs11213558,CIDs16659841,0.0969999999999999,0.369668
CIDs11213558,CIDs11707110,0.1182,0.340659
CIDs11213558,CIDs10127622,0.1003,0.3153849999999999
CIDs11213558,CIDs16719221,0.0409999999999999,0.241379
CIDs11213558,CIDs67161792,0.0433,0.2857139999999999
CIDs11213558,CIDs73294313,0.062,0.369748
CIDs11213558,CIDs15951529,0.0133,0.180077
CIDs11213558,CIDs46893585,-0.0016,0.235915
CIDs11213558,CIDs15953870,0.0481,0.229236
CIDs11213558,CIDs46244173,-0.0014,0.286792
CIDs11213558,CIDs46244453,-0.0008,0.282528
CIDs11213558,CIDs00001805,-0.0024,0.134199
CIDs11213558,CIDs46836568,-0.0008,0.233129
CIDs11213558,CIDs49846579,0.0446,0.281065
CIDs11213558,CIDs46930996,-0.0016,0.182663
CIDs11213558,CIDs67970189,-0.0008,0.160448
CIDs11213558,CIDs11327430,0.0059,0.187023
CIDs11213558,CIDs00003310,-0.0081,0.1637009999999999
CIDs11213558,CIDs56973724,0.0294,0.343348
CIDs11213558,CIDs00003385,0.0593,0.137566
CIDs11213558,CIDs09933475,0.2898,0.299145
CIDs11213558,CIDs05311497,0.0492,0.21164
CIDs11213558,CIDs24856436,0.0511,0.304054
CIDs11213558,CIDs44381568,-0.0011,0.3493449999999999
CIDs11213558,CIDs00002719,0.0473,0.22449
CIDs11213558,CIDs76321032,0.062,0.457399
CIDs11213558,CIDs56946894,0.062,0.461538
CIDs11213558,CIDs00064780,-0.0031,0.159864
CIDs11213558,CIDs00001690,-0.0014,0.1461039999999999
CIDs11213558,CIDs10368812,-0.0011,0.15528
CIDs11213558,CIDs10163178,0.0424,0.400862
CIDs11213558,CIDs00123631,0.1794,0.403756
CIDs11213558,CIDs11375205,0.1074,0.414414
CIDs11213558,CIDs46224759,-0.0018,0.169231
CIDs11213558,CIDs00104741,0.3399,0.102564
CIDs11213558,CIDs00005376,0.0401,0.180488
CIDs11213558,CIDs74767926,-0.0011,0.2217739999999999
CIDs11213558,CIDs51039095,0.1243,0.309917
CIDs11213558,CIDs16720766,0.0031,0.2589639999999999
CIDs11213558,CIDs23725625,0.0356,0.174419
CIDs11213558,CIDs44199317,-0.0011,0.166023
CIDs11213558,CIDs11625818,0.0855,0.2454869999999999
CIDs11213558,CIDs17755052,0.0486,0.282313
CIDs11213558,CIDs00447654,-0.0046,0.264463
CIDs11213558,CIDs44449126,0.062,0.35443
CIDs11213558,CIDs56649450,-0.0057,0.186275
CIDs11213558,CIDs44137675,0.0352,0.345992
CIDs11213558,CIDs54751698,-0.0046,0.18254
CIDs11213558,CIDs16654980,0.0559,0.372881
CIDs11213558,CIDs25033539,-0.0031,0.274436
CIDs11213558,CIDs49867926,0.0085,0.335938
CIDs11213558,CIDs58423153,0.1074,0.1577059999999999
CIDs11213558,CIDs00176166,0.1012,0.1643359999999999
CIDs11213558,CIDs11519784,-0.0014,0.2
CIDs03081361,CIDs11167602,0.2742,0.275862
CIDs03081361,CIDs56673688,0.0458,0.313636
CIDs03081361,CIDs00005515,0.0203,0.2438159999999999
CIDs03081361,CIDs72793174,-0.0009,0.2
CIDs03081361,CIDs24978538,0.0027,0.1939799999999999
CIDs03081361,CIDs10126189,0.0021,0.166008
CIDs03081361,CIDs11717001,0.0268,0.196507
CIDs03081361,CIDs42611257,0.1658,0.2068969999999999
CIDs03081361,CIDs70685869,-0.0006,0.241706
CIDs03081361,CIDs11656518,0.2278,0.341584
CIDs03081361,CIDs11152667,0.0197,0.1854839999999999
CIDs03081361,CIDs25194865,0.1801,0.26178
CIDs03081361,CIDs17754438,0.0537,0.221277
CIDs03081361,CIDs11494412,0.2341,0.2222219999999999
CIDs03081361,CIDs11597571,0.2313,0.300448
CIDs03081361,CIDs24998177,0.0805,0.317536
CIDs03081361,CIDs25262792,0.0548,0.25
CIDs03081361,CIDs00148191,-0.0014,0.156118
CIDs03081361,CIDs06442177,0.1755,0.151899
CIDs03081361,CIDs45375953,0.0382,0.2380949999999999
CIDs03081361,CIDs11520894,0.1148,0.150794
CIDs03081361,CIDs11640390,0.1687,0.213953
CIDs03081361,CIDs45381890,0.0565,0.321586
CIDs03081361,CIDs56953069,-0.0009,0.255605
CIDs03081361,CIDs16659841,0.0752,0.301075
CIDs03081361,CIDs11707110,0.1089,0.334728
CIDs03081361,CIDs10127622,0.1842,0.3594469999999999
CIDs03081361,CIDs16719221,-0.0026,0.227451
CIDs03081361,CIDs67161792,0.0565,0.353535
CIDs03081361,CIDs73294313,0.0805,0.279817
CIDs03081361,CIDs15951529,0.0079,0.170404
CIDs03081361,CIDs46893585,-0.0012,0.216
CIDs03081361,CIDs15953870,0.0252,0.161871
CIDs03081361,CIDs46244173,0.0458,0.225
CIDs03081361,CIDs46244453,-0.0006,0.231405
CIDs03081361,CIDs00001805,-0.0019,0.162162
CIDs03081361,CIDs46836568,-0.0006,0.215753
CIDs03081361,CIDs49846579,0.0218,0.269737
CIDs03081361,CIDs46930996,-0.0012,0.143345
CIDs03081361,CIDs67970189,-0.0006,0.152838
CIDs03081361,CIDs11327430,0.0116,0.152838
CIDs03081361,CIDs00003310,-0.0063,0.191489
CIDs03081361,CIDs56973724,-0.0035,0.4
CIDs03081361,CIDs00003385,0.0893,0.174825
CIDs03081361,CIDs09933475,0.5049,0.468571
CIDs03081361,CIDs05311497,0.203,0.234234
CIDs03081361,CIDs24856436,0.0587,0.2792449999999999
CIDs03081361,CIDs44381568,-0.0009,0.2300469999999999
