CID_1,CID_2,MCC,TC,combo,pair_label,Pearson,Spearman,Kendall,Pearson_class,Spearman_class,Kendall_class,DACS,random_number
CIDs00093860,CIDs44199317,-0.0004,0.276382,CIDs00093860_CIDs44199317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2763822894542991,0.00264008357631329
CIDs00093860,CIDs11625818,-0.0024,0.291304,CIDs00093860_CIDs11625818,0.0,0.0797371327537774,-0.2142857142857144,-0.2380952380952381,1.0,-1.0,-1.0,0.2913138864112042,0.41578611576523694
CIDs00093860,CIDs17755052,0.0176,0.196364,CIDs00093860_CIDs17755052,0.0,0.1154879871124735,0.0857142857142857,0.0666666666666666,1.0,1.0,1.0,0.1971511615385514,0.28521792945642355
CIDs00093860,CIDs00447654,-0.0018,0.23445,CIDs00093860_CIDs00447654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2344569096870467,0.6959269389807882
CIDs00093860,CIDs44449126,-0.0003,0.197368,CIDs00093860_CIDs44449126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1973682280003547,0.9270897616786087
CIDs00093860,CIDs56649450,-0.0022,0.296296,CIDs00093860_CIDs56649450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2963041673956004,0.22786826053293108
CIDs00093860,CIDs44137675,-0.001,0.248848,CIDs00093860_CIDs44137675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2488500092505524,0.6929987224817281
CIDs00093860,CIDs54751698,-0.0018,0.157407,CIDs00093860_CIDs54751698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1574172914549097,0.6793221903932688
CIDs00093860,CIDs16654980,-0.0025,0.221239,CIDs00093860_CIDs16654980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2212531245451688,0.7441687156651852
CIDs00093860,CIDs25033539,-0.0012,0.1639999999999999,CIDs00093860_CIDs25033539,0.0,-0.325337146597148,-0.3666666666666667,-0.2777777777777778,-1.0,-1.0,-1.0,0.164004390185141,0.09190289438961441
CIDs00093860,CIDs49867926,-0.0016,0.225,CIDs00093860_CIDs49867926,0.0,-0.1847231602958109,-0.2857142857142857,-0.2380952380952381,-1.0,-1.0,-1.0,0.2250056888169719,0.9465906408436228
CIDs00093860,CIDs58423153,-0.0005,0.180258,CIDs00093860_CIDs58423153,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1802586934491649,0.1285530947144572
CIDs00093860,CIDs00176166,-0.0024,0.357143,CIDs00093860_CIDs00176166,0.0,-0.0715348338902427,-0.0238095238095238,0.0,-1.0,-1.0,0.0,0.3571510639057372,0.34534463878593824
CIDs00093860,CIDs11519784,-0.0005,0.190283,CIDs00093860_CIDs11519784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1902836569151434,0.6144036990633673
CIDs11556711,CIDs25071599,-0.0006,0.142105,CIDs11556711_CIDs25071599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1421062666633671,0.4878704658910198
CIDs11556711,CIDs90667118,-0.0004,0.146919,CIDs11556711_CIDs90667118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1469195445167184,0.512098886685732
CIDs11556711,CIDs00104842,0.016,0.202899,CIDs11556711_CIDs00104842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2035288780517398,0.6347635751979723
CIDs11556711,CIDs10302451,0.0084,0.220183,CIDs11556711_CIDs10302451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2203431720952569,0.14830611698142127
CIDs11556711,CIDs11213558,0.0442,0.170124,CIDs11556711_CIDs11213558,0.0,0.8094321503873926,0.5,0.3333333333333333,1.0,1.0,1.0,0.1757720551623607,0.6559655366692551
CIDs11556711,CIDs03081361,0.0041,0.21134,CIDs11556711_CIDs03081361,0.0,-0.1650343366046495,-0.25,-0.1428571428571428,-1.0,-1.0,-1.0,0.2113797662975338,0.9346158228584073
CIDs11556711,CIDs11167602,0.0136,0.152381,CIDs11556711_CIDs11167602,0.0,-0.3251872379743946,-0.6428571428571429,-0.4285714285714286,-1.0,-1.0,-1.0,0.1529866960261577,0.537738999744835
CIDs11556711,CIDs56673688,-0.0007,0.198238,CIDs11556711_CIDs56673688,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1982392358843223,0.15603746238032246
CIDs11556711,CIDs00005515,-0.0016,0.200717,CIDs11556711_CIDs00005515,1.0,0.2486540763738141,0.2754540402400495,0.1818482418633269,1.0,1.0,1.0,0.200723377036657,0.5025953248922823
CIDs11556711,CIDs72793174,-0.0006,0.231111,CIDs11556711_CIDs72793174,1.0,-0.0734730238838218,-0.086560589039859,-0.110096376512636,-1.0,-1.0,-1.0,0.2311117788452159,0.44053621849520874
CIDs11556711,CIDs24978538,0.0825,0.259259,CIDs11556711_CIDs24978538,0.0,-0.0587791346224289,-0.1397915652081919,-0.0516608683231722,-1.0,-1.0,-1.0,0.2720688866463786,0.10196247855432383
CIDs11556711,CIDs10126189,0.0076,0.252252,CIDs11556711_CIDs10126189,0.0,0.8556804069013748,0.7833333333333333,0.6666666666666666,1.0,1.0,1.0,0.2523664627164235,0.33863702512840743
CIDs11556711,CIDs11717001,0.041,0.22381,CIDs11556711_CIDs11717001,0.0,0.1529520085076082,0.0,-0.1428571428571428,1.0,0.0,-1.0,0.2275344283839261,0.4139617340457574
CIDs11556711,CIDs42611257,0.0122,0.190045,CIDs11556711_CIDs42611257,0.0,-0.7771265912177949,-0.5,-0.3333333333333333,-1.0,-1.0,-1.0,0.1904361888533794,0.4720794825976736
CIDs11556711,CIDs70685869,-0.0004,0.231156,CIDs11556711_CIDs70685869,0.0,0.2385740025427479,0.4523809523809524,0.2857142857142857,1.0,1.0,1.0,0.2311563460863664,0.8565482852855012
CIDs11556711,CIDs11656518,-0.003,0.149321,CIDs11556711_CIDs11656518,0.0,-0.0929583499423141,-0.1446965324084794,-0.1254621087848468,-1.0,-1.0,-1.0,0.1493511333770186,0.6176834515260718
CIDs11556711,CIDs11152667,0.0143,0.231111,CIDs11556711_CIDs11152667,0.0,0.2471115075090226,0.3261803188191146,0.2287838454311913,1.0,1.0,1.0,0.231552983830915,0.4224653295792823
CIDs11556711,CIDs25194865,-0.001,0.172775,CIDs11556711_CIDs25194865,0.0,-0.5548174733929818,-0.6166666666666666,-0.3888888888888889,-1.0,-1.0,-1.0,0.1727778939129656,0.2026399320281168
CIDs11556711,CIDs17754438,-0.0041,0.189427,CIDs11556711_CIDs17754438,0.0,0.1238926875621782,0.0660066406020836,0.0441995696087863,1.0,1.0,1.0,0.1894713654592693,0.39028244230251563
CIDs11556711,CIDs11494412,-0.0021,0.371951,CIDs11556711_CIDs11494412,0.0,0.2856831462363559,0.3,0.2222222222222222,1.0,1.0,1.0,0.3719569281529785,0.6748321762090206
CIDs11556711,CIDs11597571,0.0327,0.21875,CIDs11556711_CIDs11597571,0.0,-0.1910614849505377,-0.3090909090909091,-0.2727272727272727,-1.0,-1.0,-1.0,0.221180587981857,0.29862049226275145
CIDs11556711,CIDs24998177,-0.0004,0.191781,CIDs11556711_CIDs24998177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1917814171420161,0.041916912405377205
CIDs11556711,CIDs25262792,-0.0018,0.211268,CIDs11556711_CIDs25262792,0.0,0.0992547629052465,0.088235294117647,0.05,1.0,1.0,1.0,0.2112756678465364,0.5162683202185314
CIDs11556711,CIDs00148191,-0.001,0.34555,CIDs11556711_CIDs00148191,1.0,-0.1716563145748823,0.3166666666666666,0.2222222222222222,-1.0,1.0,1.0,0.3455514469655713,0.8654298242968924
CIDs11556711,CIDs06442177,0.065,0.347368,CIDs11556711_CIDs06442177,1.0,-0.1162736669465042,-0.1322610000874594,-0.0765559002350952,-1.0,-1.0,-1.0,0.3533971242441002,0.8485977685596633
CIDs11556711,CIDs45375953,0.0175,0.164502,CIDs11556711_CIDs45375953,0.0,-0.1816951935633159,0.0333333333333333,0.0,-1.0,1.0,0.0,0.1654302209513123,0.2602982430892995
CIDs11556711,CIDs11520894,0.0124,0.318841,CIDs11556711_CIDs11520894,1.0,0.2459826879600713,0.3,0.3333333333333333,1.0,1.0,1.0,0.3190820322127211,0.40008535550795643
CIDs11556711,CIDs11640390,0.0202,0.1401869999999999,CIDs11556711_CIDs11640390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1416348649485711,0.35806757958697844
CIDs11556711,CIDs45381890,-0.0006,0.257778,CIDs11556711_CIDs45381890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2577786982743144,0.04292054504029463
CIDs11556711,CIDs56953069,-0.0006,0.276699,CIDs11556711_CIDs56953069,0.0,-0.5858724082918989,-0.8786687791935092,-0.7042952122737639,-1.0,-1.0,-1.0,0.2766996505256195,0.8087929497126685
CIDs11556711,CIDs16659841,-0.0027,0.119403,CIDs11556711_CIDs16659841,0.0,0.2215783623072388,0.1869021845214201,0.108787563138244,1.0,1.0,1.0,0.1194335229698931,0.4379715315657281
CIDs11556711,CIDs11707110,0.0236,0.193676,CIDs11556711_CIDs11707110,1.0,0.0083970730998901,0.1666666666666666,0.1111111111111111,1.0,1.0,1.0,0.195108567151727,0.020529447917352228
CIDs11556711,CIDs10127622,0.0255,0.16318,CIDs11556711_CIDs10127622,0.0,-0.0817786035393113,-0.0373626373626373,-0.0549450549450549,-1.0,-1.0,-1.0,0.1651604141433412,0.28174376599463546
CIDs11556711,CIDs16719221,-0.0018,0.165354,CIDs11556711_CIDs16719221,0.0,-0.4555164825794794,-0.3392857142857142,-0.2571428571428572,-1.0,-1.0,-1.0,0.1653637968722295,0.15200936769932716
CIDs11556711,CIDs67161792,-0.0006,0.274112,CIDs11556711_CIDs67161792,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2741126566651019,0.5272922349089111
CIDs11556711,CIDs73294313,-0.0004,0.207373,CIDs11556711_CIDs73294313,0.0,0.0344318842199955,0.2,0.2,1.0,1.0,1.0,0.2073733857779247,0.8367592615407206
CIDs11556711,CIDs15951529,-0.0029,0.22,CIDs11556711_CIDs15951529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2200191128061378,0.28069104262233546
CIDs11556711,CIDs46893585,-0.0009,0.3045449999999999,CIDs11556711_CIDs46893585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3045463298498275,0.7207227590911127
CIDs11556711,CIDs15953870,-0.0035,0.243902,CIDs11556711_CIDs15953870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2439271112525215,0.9353278357478774
CIDs11556711,CIDs46244173,-0.0007,0.188841,CIDs11556711_CIDs46244173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1888422973832928,0.9303543553865532
CIDs11556711,CIDs46244453,-0.0004,0.195745,CIDs11556711_CIDs46244453,0.0,0.5848170831596176,0.6643356643356644,0.4848484848484848,1.0,1.0,1.0,0.1957454086945591,0.263234555548821
CIDs11556711,CIDs00001805,-0.0013,0.192771,CIDs11556711_CIDs00001805,0.0,0.0859652214906522,0.0088235294117647,0.0,1.0,1.0,0.0,0.1927753833895811,0.04895476194324233
CIDs11556711,CIDs46836568,-0.0004,0.207143,CIDs11556711_CIDs46836568,0.0,-0.4220313295307836,-0.5952380952380953,-0.4285714285714285,-1.0,-1.0,-1.0,0.2071433862062701,0.07161960232066711
CIDs11556711,CIDs49846579,0.0341,0.238255,CIDs11556711_CIDs49846579,0.0,0.1150852624960877,-0.0833333333333333,0.0555555555555555,1.0,-1.0,1.0,0.2406828930875645,0.6496875426798715
CIDs11556711,CIDs46930996,-0.0009,0.115789,CIDs11556711_CIDs46930996,0.0,0.4960829346404414,0.5499999999999999,0.3888888888888889,1.0,1.0,1.0,0.1157924976887536,0.5042643742842126
CIDs11556711,CIDs67970189,-0.0004,0.2048780000000001,CIDs11556711_CIDs67970189,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2048783904759114,0.5428593491201157
CIDs11556711,CIDs11327430,-0.004,0.222772,CIDs11556711_CIDs11327430,0.0,0.0869919124961434,0.5,0.3333333333333333,1.0,1.0,1.0,0.2228079082618029,0.46698765218772476
CIDs11556711,CIDs00003310,-0.0043,0.217593,CIDs11556711_CIDs00003310,0.0,0.2682141441667903,0.5,0.3333333333333333,1.0,1.0,1.0,0.2176354834327344,0.2770818013682953
CIDs11556711,CIDs56973724,0.0185,0.238806,CIDs11556711_CIDs56973724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2395215139314212,0.21532336186796142
CIDs11556711,CIDs00003385,0.0298,0.0942029,CIDs11556711_CIDs00003385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0988039795170721,0.07529805389742972
CIDs11556711,CIDs09933475,-0.0045,0.230769,CIDs11556711_CIDs09933475,0.0,0.4921831627257074,0.6190476190476191,0.5714285714285714,1.0,1.0,1.0,0.2308128708737881,0.41917656362440003
CIDs11556711,CIDs05311497,0.0061,0.258786,CIDs11556711_CIDs05311497,1.0,0.3944719946515106,0.5,0.3333333333333333,1.0,1.0,1.0,0.2588578833955033,0.5183160987447611
CIDs11556711,CIDs24856436,-0.0033,0.224335,CIDs11556711_CIDs24856436,0.0,-0.2025608767766933,-0.2666666666666666,-0.1666666666666666,-1.0,-1.0,-1.0,0.2243592704235775,0.25881516482158706
CIDs11556711,CIDs44381568,-0.0006,0.172249,CIDs11556711_CIDs44381568,1.0,0.0246105532647852,0.066869609804807,-0.0449466574975494,1.0,1.0,-1.0,0.17225004499564,0.9108027201111416
CIDs11556711,CIDs00002719,0.008,0.205479,CIDs11556711_CIDs00002719,0.0,-0.5443190865355225,-0.3901098901098901,-0.2564102564102563,-1.0,-1.0,-1.0,0.2056346747049242,0.9144707609176551
CIDs11556711,CIDs76321032,-0.0004,0.186364,CIDs11556711_CIDs76321032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1863644292669607,0.9142170125181568
CIDs11556711,CIDs56946894,-0.0004,0.182648,CIDs11556711_CIDs56946894,1.0,-0.6524857970927062,-0.6428571428571429,-0.4999999999999999,-1.0,-1.0,-1.0,0.1826484380004384,0.02027573414896089
CIDs11556711,CIDs00064780,-0.0017,0.306604,CIDs11556711_CIDs00064780,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3066087128833751,0.03685386900868781
CIDs11556711,CIDs00001690,-0.0007,0.235043,CIDs11556711_CIDs00001690,0.0,-0.0022727837518707,0.5,0.3333333333333333,-1.0,1.0,1.0,0.23504404236015,0.9389442507865928
CIDs11556711,CIDs10368812,-0.0006,0.227092,CIDs11556711_CIDs10368812,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2270927926289163,0.8214929347137496
CIDs11556711,CIDs10163178,-0.0018,0.175676,CIDs11556711_CIDs10163178,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1756852212794235,0.6088331200392527
CIDs11556711,CIDs00123631,0.0205,0.25,CIDs11556711_CIDs00123631,0.0,0.0101880280885071,0.1398601398601399,0.0909090909090909,1.0,1.0,1.0,0.2508390918497354,0.855187376717035
CIDs11556711,CIDs11375205,-0.0007,0.302083,CIDs11556711_CIDs11375205,1.0,-0.1185571984384132,-0.1352607304672212,-0.1049185967152845,-1.0,-1.0,-1.0,0.3020838110342889,0.07525357574109415
CIDs11556711,CIDs46224759,-0.001,0.230769,CIDs11556711_CIDs46224759,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2307711666586621,0.12244447012208415
CIDs11556711,CIDs00104741,0.0225,0.251613,CIDs11556711_CIDs00104741,1.0,0.3740895307108545,0.6071428571428572,0.4285714285714286,1.0,1.0,1.0,0.2526170060961851,0.5871132869181727
CIDs11556711,CIDs00005376,0.0051,0.253521,CIDs11556711_CIDs00005376,0.0,-0.6711781785813229,-0.6000000000000001,-0.3333333333333334,-1.0,-1.0,-1.0,0.2535722923369192,0.6863911853759931
CIDs11556711,CIDs74767926,-0.0006,0.244792,CIDs11556711_CIDs74767926,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2447927353170432,0.28345535083344764
CIDs11556711,CIDs51039095,-0.0021,0.234146,CIDs11556711_CIDs51039095,0.0,0.5308690292077787,0.4105961376494191,0.2928895930645031,1.0,1.0,1.0,0.2341554170118641,0.8540382003330328
CIDs11556711,CIDs16720766,0.1156,0.272727,CIDs11556711_CIDs16720766,0.0,0.07933865952569,0.35,0.2777777777777778,1.0,1.0,1.0,0.2962150849112854,0.3927012413940043
CIDs11556711,CIDs23725625,-0.0049,0.284946,CIDs11556711_CIDs23725625,0.0,-0.413542352644087,-0.4326711988133663,-0.3263626894147319,-1.0,-1.0,-1.0,0.2849881276755226,0.8824215641582227
CIDs11556711,CIDs44199317,-0.0006,0.293478,CIDs11556711_CIDs44199317,0.0,-0.9997672521192804,-1.0,-1.0,-1.0,-1.0,-1.0,0.2934786133332376,0.175062087205355
CIDs11556711,CIDs11625818,0.0585,0.190678,CIDs11556711_CIDs11625818,0.0,0.4312228499994424,0.4642857142857144,0.3333333333333333,1.0,1.0,1.0,0.1994501182852494,0.09452311139395664
CIDs11556711,CIDs17755052,0.0257,0.208494,CIDs11556711_CIDs17755052,0.0,0.0432595903209406,0.1272727272727273,0.0909090909090909,1.0,1.0,1.0,0.2100719829867848,0.3868400570506263
CIDs11556711,CIDs00447654,0.0381,0.152381,CIDs11556711_CIDs00447654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1570718916961274,0.36699405243615146
CIDs11556711,CIDs44449126,-0.0004,0.152466,CIDs11556711_CIDs44449126,0.0,0.1216516235023457,0.5,0.3333333333333333,1.0,1.0,1.0,0.1524665247062449,0.6895402261867412
CIDs11556711,CIDs56649450,-0.0031,0.235537,CIDs11556711_CIDs56649450,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2355573993085337,0.6554222372244154
CIDs11556711,CIDs44137675,-0.0014,0.231884,CIDs11556711_CIDs44137675,1.0,-0.9161599017860128,-1.0,-1.0,-1.0,-1.0,-1.0,0.231888226212544,0.9872268563425783
CIDs11556711,CIDs54751698,-0.0025,0.193878,CIDs11556711_CIDs54751698,0.0,0.8987520609012403,1.0,1.0,1.0,1.0,1.0,0.1938941177137666,0.8525785962012332
CIDs11556711,CIDs16654980,0.0399,0.187215,CIDs11556711_CIDs16654980,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1914196077338996,0.24696704699598693
CIDs11556711,CIDs25033539,-0.0017,0.190476,CIDs11556711_CIDs25033539,0.0,-0.4006987396686209,-0.4727272727272727,-0.3454545454545454,-1.0,-1.0,-1.0,0.1904835861065199,0.3500995913597905
CIDs11556711,CIDs49867926,-0.0022,0.14876,CIDs11556711_CIDs49867926,0.0,0.2482622078792002,0.2142857142857144,0.1428571428571428,1.0,1.0,1.0,0.1487762669245333,0.9845532978403062
CIDs11556711,CIDs58423153,-0.0007,0.193548,CIDs11556711_CIDs58423153,0.0,0.6022824471353163,0.6025157343041205,0.4789207443461594,1.0,1.0,1.0,0.1935492658317256,0.1717326966214301
CIDs11556711,CIDs00176166,0.0733,0.251163,CIDs11556711_CIDs00176166,0.0,0.1923804318702216,0.0714285714285714,0.0,1.0,1.0,0.0,0.2616404834290748,0.26617194728572613
CIDs11556711,CIDs11519784,-0.0007,0.257919,CIDs11556711_CIDs11519784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2579199499088816,0.06073699203630756
CIDs25071599,CIDs90667118,0.7071,0.798507,CIDs25071599_CIDs90667118,0.0,0.4746055032204136,0.4545454545454545,0.3818181818181817,1.0,1.0,1.0,1.0665851297711777,0.16021258223040546
CIDs25071599,CIDs00104842,-0.0011,0.235075,CIDs25071599_CIDs00104842,0.0,-0.1016393105853775,-0.2727272727272727,-0.1555555555555555,-1.0,-1.0,-1.0,0.2350775736326202,0.6004903015054064
CIDs25071599,CIDs10302451,-0.0007,0.199095,CIDs25071599_CIDs10302451,0.0,0.2812976734136602,0.4545454545454545,0.4181818181818181,1.0,1.0,1.0,0.1990962305645187,0.3521915182907768
CIDs25071599,CIDs11213558,0.0877,0.306977,CIDs25071599_CIDs11213558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3192587798777036,0.07184175680957361
CIDs25071599,CIDs03081361,-0.0009,0.244681,CIDs25071599_CIDs03081361,0.0,0.2163602027941088,0.3454545454545455,0.2363636363636364,1.0,1.0,1.0,0.2446826552107852,0.830934960521507
CIDs25071599,CIDs11167602,-0.0005,0.309783,CIDs25071599_CIDs11167602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3097834035079994,0.3266770643324197
CIDs25071599,CIDs56673688,-0.0001,0.321951,CIDs25071599_CIDs56673688,0.0,-0.3295001690335522,-0.1878787878787878,-0.2,-1.0,-1.0,-1.0,0.3219510155303133,0.1914189675400717
CIDs25071599,CIDs00005515,-0.0003,0.255639,CIDs25071599_CIDs00005515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2556391760294185,0.8386907049792078
CIDs25071599,CIDs72793174,-0.0001,0.215859,CIDs25071599_CIDs72793174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2158590231632673,0.3958625714307804
CIDs25071599,CIDs24978538,-0.0007,0.189474,CIDs25071599_CIDs24978538,0.0,-0.1514692260820024,-0.0727272727272727,-0.0545454545454545,-1.0,-1.0,-1.0,0.1894752930489883,0.4896258425187485
CIDs25071599,CIDs10126189,-0.0007,0.199134,CIDs25071599_CIDs10126189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1991352303235165,0.9730465041437634
CIDs25071599,CIDs11717001,-0.0004,0.207547,CIDs25071599_CIDs11717001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2075473854545029,0.6661775290014599
CIDs25071599,CIDs42611257,-0.0009,0.247619,CIDs25071599_CIDs42611257,0.0,0.1089243690014859,0.0303030303030303,0.0666666666666666,1.0,1.0,1.0,0.2476206355718359,0.16319380086162238
CIDs25071599,CIDs70685869,-0.0001,0.318919,CIDs25071599_CIDs70685869,0.0,-0.0007523123616108,-0.4166666666666666,-0.2222222222222222,-1.0,-1.0,-1.0,0.3189190156779617,0.8443943706288111
CIDs25071599,CIDs11656518,-0.0005,0.352941,CIDs25071599_CIDs11656518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352941354166666,0.18181109218219493
CIDs25071599,CIDs11152667,-0.0005,0.248869,CIDs25071599_CIDs11152667,0.0,0.636893709567216,0.5151515151515151,0.3777777777777777,1.0,1.0,1.0,0.2488695022717729,0.5441700757390414
CIDs25071599,CIDs25194865,-0.0002,0.327381,CIDs25071599_CIDs25194865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273810610908945,0.01167979268806063
CIDs25071599,CIDs17754438,-0.0007,0.228311,CIDs25071599_CIDs17754438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2283120730951387,0.8076949793402488
CIDs25071599,CIDs11494412,-0.0003,0.244444,CIDs25071599_CIDs11494412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2444441840911744,0.8791612561487109
CIDs25071599,CIDs11597571,-0.0005,0.236364,CIDs25071599_CIDs11597571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2363645288447486,0.6450882326020546
CIDs25071599,CIDs24998177,-0.0001,0.293532,CIDs25071599_CIDs24998177,0.0,0.2788921982683285,0.4181818181818181,0.2888888888888889,1.0,1.0,1.0,0.2935320170339174,0.7765722093485571
CIDs25071599,CIDs25262792,-0.0003,0.352632,CIDs25071599_CIDs25262792,0.0,0.2364724911790723,0.1393939393939393,0.1111111111111111,1.0,1.0,1.0,0.3526321276117648,0.21597239334422003
CIDs25071599,CIDs00148191,-0.0002,0.117904,CIDs25071599_CIDs00148191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117904169629407,0.6797835467260334
CIDs25071599,CIDs06442177,-0.0012,0.118421,CIDs25071599_CIDs06442177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1184270798466296,0.42939690488761406
CIDs25071599,CIDs45375953,-0.0004,0.207207,CIDs25071599_CIDs45375953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207207386086983,0.2957843179973786
CIDs25071599,CIDs11520894,-0.0005,0.114754,CIDs25071599_CIDs11520894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114755089281478,0.7672900090381385
CIDs25071599,CIDs11640390,-0.0004,0.265625,CIDs25071599_CIDs11640390,0.0,0.0424960246737315,-0.2,-0.1555555555555555,1.0,-1.0,-1.0,0.2656253011762998,0.018137827925500116
CIDs25071599,CIDs45381890,-0.0001,0.317757,CIDs25071599_CIDs45381890,0.0,0.023595188013025,0.1,0.0181818181818181,1.0,1.0,1.0,0.3177570157352942,0.6555206659238851
CIDs25071599,CIDs56953069,-0.0001,0.303483,CIDs25071599_CIDs56953069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3034830164753869,0.05826799765210666
CIDs25071599,CIDs16659841,-0.0004,0.244444,CIDs25071599_CIDs16659841,0.0,-0.1752016609830348,-0.0181818181818181,0.0222222222222222,-1.0,-1.0,1.0,0.2444443272731032,0.254018020415649
CIDs25071599,CIDs11707110,-0.0006,0.34375,CIDs25071599_CIDs11707110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3437505236359648,0.9422908547385567
CIDs25071599,CIDs10127622,-0.0008,0.34466,CIDs25071599_CIDs10127622,0.0,-0.0678138853209916,-0.1363636363636363,-0.0909090909090909,-1.0,-1.0,-1.0,0.3446609284499768,0.00515834680646865
CIDs25071599,CIDs16719221,-0.0003,0.219008,CIDs25071599_CIDs16719221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2190082054718498,0.5796429555813315
CIDs25071599,CIDs67161792,-0.0001,0.269036,CIDs25071599_CIDs67161792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2690360185848727,0.833472487372417
CIDs25071599,CIDs73294313,-0.0001,0.311558,CIDs25071599_CIDs73294313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3115580160483758,0.9532292647800087
CIDs25071599,CIDs15951529,-0.0005,0.265625,CIDs25071599_CIDs15951529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2656254705878184,0.9256065302366239
CIDs25071599,CIDs46893585,-0.0001,0.157895,CIDs25071599_CIDs46893585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1578950316666107,0.5500269560103705
CIDs25071599,CIDs15953870,-0.0006,0.182171,CIDs25071599_CIDs15953870,0.0,0.2194423964439176,0.1428571428571428,0.0714285714285714,1.0,1.0,1.0,0.182171988079946,0.4422603616692359
CIDs25071599,CIDs46244173,-0.0001,0.237668,CIDs25071599_CIDs46244173,0.0,0.6536224266779076,0.5666666666666667,0.2777777777777778,1.0,1.0,1.0,0.2376680210377492,0.01610765724831542
CIDs25071599,CIDs46244453,-0.0001,0.23348,CIDs25071599_CIDs46244453,0.0,0.3192803119276427,0.4818181818181818,0.3818181818181817,1.0,1.0,1.0,0.2334800214151095,0.6878990211806575
CIDs25071599,CIDs00001805,-0.0002,0.125714,CIDs25071599_CIDs00001805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12571415909117,0.2789652771942067
CIDs25071599,CIDs46836568,-0.0001,0.229927,CIDs25071599_CIDs46836568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2299270217460314,0.4307878792345692
CIDs25071599,CIDs49846579,-0.0004,0.202614,CIDs25071599_CIDs49846579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2026143948390636,0.92640629050499
CIDs25071599,CIDs46930996,-0.0001,0.174074,CIDs25071599_CIDs46930996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1740740287234141,0.2502300172791232
