CID_1,CID_2,MCC,TC,combo,pair_label,Pearson,Spearman,Kendall,Pearson_class,Spearman_class,Kendall_class,DACS,random_number
CIDs72793174,CIDs45375953,0.2423,0.19708,CIDs72793174_CIDs45375953,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.312329659814754,0.8567867288782721
CIDs72793174,CIDs11520894,-0.0005,0.169014,CIDs72793174_CIDs11520894,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1690147395820849,0.6906566524350676
CIDs72793174,CIDs11640390,-0.0004,0.188235,CIDs72793174_CIDs11640390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1882354250001842,0.3726074141390653
CIDs72793174,CIDs45381890,-0.0001,0.230216,CIDs72793174_CIDs45381890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2302160217187327,0.8514586949838768
CIDs72793174,CIDs56953069,-0.0001,0.201493,CIDs72793174_CIDs56953069,0.0,0.3214531321776732,0.2166666666666666,0.1666666666666666,1.0,1.0,1.0,0.2014930248147563,0.40274975375328503
CIDs72793174,CIDs16659841,-0.0004,0.11811,CIDs72793174_CIDs16659841,0.0,0.2050140053448197,0.1166666666666666,0.1111111111111111,1.0,1.0,1.0,0.1181106773327458,0.8157953261704406
CIDs72793174,CIDs11707110,-0.0006,0.219595,CIDs72793174_CIDs11707110,0.0,0.2504936304631421,0.2833333333333333,0.2222222222222222,1.0,1.0,1.0,0.2195958196892646,0.7656230627651236
CIDs72793174,CIDs10127622,-0.0008,0.21223,CIDs72793174_CIDs10127622,0.0,0.0568655884874846,-0.0196775723091512,-0.012012012012012,1.0,-1.0,-1.0,0.2122315077927875,0.6477727446124243
CIDs72793174,CIDs16719221,-0.0003,0.207483,CIDs72793174_CIDs16719221,0.0,0.0307331814585151,-0.0333333333333333,0.0555555555555555,1.0,-1.0,1.0,0.2074832168851254,0.6678584221158184
CIDs72793174,CIDs67161792,-0.0001,0.225296,CIDs72793174_CIDs67161792,0.0,0.1161491124601925,0.1146245059288537,0.0995670995670995,1.0,1.0,1.0,0.2252960221930249,0.340956432799282
CIDs72793174,CIDs73294313,-0.0001,0.229885,CIDs72793174_CIDs73294313,0.0,0.4840302030187218,0.3907692307692308,0.2933333333333333,1.0,1.0,1.0,0.2298850217500044,0.6885618241843714
CIDs72793174,CIDs15951529,-0.0005,0.246914,CIDs72793174_CIDs15951529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2469145062486203,0.6413865986813595
CIDs72793174,CIDs46893585,-0.0001,0.235714,CIDs72793174_CIDs46893585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235714021212146,0.9959888867475173
CIDs72793174,CIDs15953870,-0.0006,0.271777,CIDs72793174_CIDs15953870,0.0,0.4395175507301401,0.2818181818181818,0.2363636363636364,1.0,1.0,1.0,0.2717776623068938,0.5315680349932989
CIDs72793174,CIDs46244173,-0.0001,0.221818,CIDs72793174_CIDs46244173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2218180225410009,0.01199351141117444
CIDs72793174,CIDs46244453,-0.0001,0.223022,CIDs72793174_CIDs46244453,0.0,0.3889940698365314,0.3483805668016194,0.2496626180836707,1.0,1.0,1.0,0.2230220224193117,0.22926785193138866
CIDs72793174,CIDs00001805,-0.0002,0.157658,CIDs72793174_CIDs00001805,0.0,-0.306926667467893,-0.2969696969696969,-0.1555555555555555,-1.0,-1.0,-1.0,0.1576581268568163,0.8577680746876871
CIDs72793174,CIDs46836568,0.7071,0.23676,CIDs72793174_CIDs46836568,0.0,-0.1242015779988328,0.0349650349650349,0.0303030303030303,-1.0,1.0,1.0,0.7456847239953357,0.22840632875967193
CIDs72793174,CIDs49846579,0.1115,0.380645,CIDs72793174_CIDs49846579,0.0,-0.1501965285963306,-0.1786342494262783,-0.1374085837243033,-1.0,-1.0,-1.0,0.3966394660456773,0.7061593903873562
CIDs72793174,CIDs46930996,-0.0001,0.16,CIDs72793174_CIDs46930996,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1600000312499969,0.07204085235353008
CIDs72793174,CIDs67970189,-0.0001,0.181467,CIDs72793174_CIDs67970189,1.0,0.2433823652381375,0.4048560135516658,0.2294372294372294,1.0,1.0,1.0,0.1814670275532169,0.843974534450317
CIDs72793174,CIDs11327430,-0.0007,0.243902,CIDs72793174_CIDs11327430,0.0,0.9993167408032938,1.0,1.0,1.0,1.0,1.0,0.2439030044997396,0.29216324827734763
CIDs72793174,CIDs00003310,-0.0007,0.133803,CIDs72793174_CIDs00003310,0.0,-0.9227619160826136,-0.5,-0.3333333333333333,-1.0,-1.0,-1.0,0.1338048310375974,0.7625832511065227
CIDs72793174,CIDs56973724,-0.0004,0.227092,CIDs72793174_CIDs56973724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2270923522798599,0.35936127357156156
CIDs72793174,CIDs00003385,0.0397,0.09375,CIDs72793174_CIDs00003385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1018093929851268,0.8843095253985302
CIDs72793174,CIDs09933475,-0.0007,0.220408,CIDs72793174_CIDs09933475,0.0,0.2485723465509445,0.2380952380952381,0.0714285714285714,1.0,1.0,1.0,0.2204091115720944,0.3656565465524131
CIDs72793174,CIDs05311497,-0.0008,0.2377050000000001,CIDs72793174_CIDs05311497,0.0,0.9606613177403436,1.0,1.0,1.0,1.0,1.0,0.2377063462026204,0.4096859071437675
CIDs72793174,CIDs24856436,-0.0005,0.194357,CIDs72793174_CIDs24856436,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1943576431453108,0.36448294686168514
CIDs72793174,CIDs44381568,-0.0001,0.230769,CIDs72793174_CIDs44381568,0.0,0.4722015829333906,0.6,0.5111111111111111,1.0,1.0,1.0,0.2307690216666873,0.123263345155044
CIDs72793174,CIDs00002719,0.033,0.217617,CIDs72793174_CIDs00002719,0.0,0.0038970207003804,0.0769230769230769,0.0769230769230769,1.0,1.0,1.0,0.2201048811112556,0.38319200244753215
CIDs72793174,CIDs76321032,-0.0001,0.180812,CIDs72793174_CIDs76321032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1808120276530297,0.8081216843117097
CIDs72793174,CIDs56946894,-0.0001,0.182156,CIDs72793174_CIDs56946894,1.0,-0.0885953583632263,-0.1758241758241758,-0.1282051282051281,-1.0,-1.0,-1.0,0.1821560274489977,0.24777524147055496
CIDs72793174,CIDs00064780,-0.0003,0.19573,CIDs72793174_CIDs00064780,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1957302299084124,0.5075179469358349
CIDs72793174,CIDs00001690,-0.0001,0.148515,CIDs72793174_CIDs00001690,0.0,-0.9925918157726592,-0.5,-0.3333333333333333,-1.0,-1.0,-1.0,0.1485150336666292,0.8057365937644863
CIDs72793174,CIDs10368812,-0.0001,0.211221,CIDs72793174_CIDs10368812,0.0,0.2624404295972953,0.1181818181818181,0.0909090909090909,1.0,1.0,1.0,0.2112210236718873,0.00033832854190729567
CIDs72793174,CIDs10163178,-0.0003,0.207547,CIDs72793174_CIDs10163178,1.0,0.1422099424741847,0.1473743647656691,0.1168831168831168,1.0,1.0,1.0,0.2075472168182459,0.7461954840906012
CIDs72793174,CIDs00123631,0.0604,0.225,CIDs72793174_CIDs00123631,0.0,-0.4730180998077318,-0.5,-0.3333333333333333,-1.0,-1.0,-1.0,0.2329660061038949,0.35768432126125027
CIDs72793174,CIDs11375205,-0.0001,0.211765,CIDs72793174_CIDs11375205,1.0,-0.2769822697154129,-0.210452961672474,-0.1341463414634146,-1.0,-1.0,-1.0,0.211765023611077,0.9532871914350366
CIDs72793174,CIDs46224759,-0.0002,0.215447,CIDs72793174_CIDs46224759,0.0,0.4003873460594116,0.5233766233766234,0.361904761904762,1.0,1.0,1.0,0.2154470928302352,0.011616776838685339
CIDs72793174,CIDs00104741,0.0309,0.193396,CIDs72793174_CIDs00104741,1.0,-0.217629933077901,-0.1833333333333332,-0.1111111111111111,-1.0,-1.0,-1.0,0.1958489796143957,0.8887141519961577
CIDs72793174,CIDs00005376,0.0504,0.156098,CIDs72793174_CIDs00005376,0.0,-0.7168265751146334,-0.3571428571428572,-0.3333333333333333,-1.0,-1.0,-1.0,0.1640327577162561,0.5651839680701232
CIDs72793174,CIDs74767926,-0.0001,0.27897,CIDs72793174_CIDs74767926,0.0,-0.2786472111522498,-0.4364765669113496,-0.2987012987012987,-1.0,-1.0,-1.0,0.2789700179230736,0.4431444867501666
CIDs72793174,CIDs51039095,-0.0003,0.253012,CIDs72793174_CIDs51039095,0.0,-0.0407201912693083,0.048217636022514,0.0384615384615384,-1.0,1.0,1.0,0.2530121778571142,0.7259136708180708
CIDs72793174,CIDs16720766,-0.001,0.239044,CIDs72793174_CIDs16720766,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2390460916559817,0.3714506119958362
CIDs72793174,CIDs23725625,-0.0008,0.211382,CIDs72793174_CIDs23725625,0.0,0.0424634390553947,0.0663967611336032,0.0337381916329284,1.0,1.0,1.0,0.2113835138415482,0.4324105349356331
CIDs72793174,CIDs44199317,-0.0001,0.207317,CIDs72793174_CIDs44199317,0.0,-0.1023154329622334,-0.5,-0.3333333333333333,-1.0,-1.0,-1.0,0.2073170241176541,0.7339865622895135
CIDs72793174,CIDs11625818,-0.0005,0.184669,CIDs72793174_CIDs11625818,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1846696768855136,0.07141363413413437
CIDs72793174,CIDs17755052,-0.0006,0.244147,CIDs72793174_CIDs17755052,0.0,0.1473898975824848,0.1403508771929824,0.0960960960960961,1.0,1.0,1.0,0.2441477372596354,0.042764413127941214
CIDs72793174,CIDs00447654,-0.0004,0.254167,CIDs72793174_CIDs00447654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2541673147534907,0.8125244938583944
CIDs72793174,CIDs44449126,-0.0001,0.19697,CIDs72793174_CIDs44449126,0.0,0.999997759438378,1.0,1.0,1.0,1.0,1.0,0.1969700253845747,0.20910155975297362
CIDs72793174,CIDs56649450,-0.0005,0.201342,CIDs72793174_CIDs56649450,0.0,0.1878252499964986,0.1571428571428571,0.1142857142857143,1.0,1.0,1.0,0.2013426208332453,0.10603485456838047
CIDs72793174,CIDs44137675,-0.0002,0.250996,CIDs72793174_CIDs44137675,0.0,0.2843548914111321,-0.5,-0.3333333333333333,1.0,-1.0,-1.0,0.2509960796825321,0.3294160201002835
CIDs72793174,CIDs54751698,-0.0004,0.2468090000000001,CIDs72793174_CIDs54751698,0.0,0.2132872171576099,0.2165775401069519,0.1439393939393939,1.0,1.0,1.0,0.2468093241370756,0.9541669581653466
CIDs72793174,CIDs16654980,-0.0006,0.236434,CIDs72793174_CIDs16654980,0.0,0.3855785712727736,0.3845285149632976,0.2727272727272727,1.0,1.0,1.0,0.2364347613105991,0.7112420093635532
CIDs72793174,CIDs25033539,-0.0003,0.241636,CIDs72793174_CIDs25033539,0.0,0.8205935164761913,0.7999999999999999,0.6666666666666669,1.0,1.0,1.0,0.2416361862304568,0.01796664026502226
CIDs72793174,CIDs49867926,-0.0004,0.311284,CIDs72793174_CIDs49867926,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3112842569999324,0.044156144961208676
CIDs72793174,CIDs58423153,-0.0001,0.242188,CIDs72793174_CIDs58423153,0.0,0.1240713869955254,0.0848178137651821,0.0553306342780027,1.0,1.0,1.0,0.2421880206451177,0.9855435704134943
CIDs72793174,CIDs00176166,-0.0005,0.228464,CIDs72793174_CIDs00176166,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2284645471314969,0.2697846634701542
CIDs72793174,CIDs11519784,-0.0001,0.2344320000000001,CIDs72793174_CIDs11519784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2344320213281454,0.967849544815525
CIDs24978538,CIDs10126189,0.1575,0.186944,CIDs24978538_CIDs10126189,0.0,0.2560973588575001,0.3666666666666667,0.2777777777777778,1.0,1.0,1.0,0.2444469454421552,0.4786461629830664
CIDs24978538,CIDs11717001,-0.0026,0.207006,CIDs24978538_CIDs11717001,0.0,0.0532539836494346,-0.1666666666666667,-0.2142857142857142,1.0,-1.0,-1.0,0.2070223273852364,0.046567956961978685
CIDs24978538,CIDs42611257,0.0182,0.25817,CIDs24978538_CIDs42611257,0.0,0.1293273115220014,0.0885225885225885,0.0598290598290598,1.0,1.0,1.0,0.2588107202184639,0.8545208610127164
CIDs24978538,CIDs70685869,-0.0005,0.239865,CIDs24978538_CIDs70685869,0.0,0.0285348521711535,0.0541443850267379,0.0378787878787878,1.0,1.0,1.0,0.2398655211259008,0.44692608221817465
CIDs24978538,CIDs11656518,0.0119,0.212903,CIDs24978538_CIDs11656518,0.0,0.1882101155573329,0.1205882352941176,0.0833333333333333,1.0,1.0,1.0,0.2132353099488919,0.3354090805400364
CIDs24978538,CIDs11152667,0.0281,0.223926,CIDs24978538_CIDs11152667,0.0,-0.0806053610314795,0.0642706131078224,0.0443974630021141,-1.0,1.0,1.0,0.2256822178994171,0.971968533355212
CIDs24978538,CIDs25194865,-0.0011,0.193103,CIDs24978538_CIDs25194865,0.0,-0.3025475348920139,-0.35,-0.2222222222222222,-1.0,-1.0,-1.0,0.1931061330175714,0.1456132079558421
CIDs24978538,CIDs17754438,-0.0045,0.221184,CIDs24978538_CIDs17754438,0.0,-0.2599595980881414,-0.3241758241758241,-0.2307692307692307,-1.0,-1.0,-1.0,0.221229771631216,0.22830044423151863
CIDs24978538,CIDs11494412,-0.0023,0.234875,CIDs24978538_CIDs11494412,0.0,-0.0222312677800929,-0.1166666666666666,-0.0555555555555555,-1.0,-1.0,-1.0,0.2348862610392527,0.11585278522663811
CIDs24978538,CIDs11597571,0.0293,0.257962,CIDs24978538_CIDs11597571,0.0,0.3239533058785968,0.2953133822699041,0.1688311688311688,1.0,1.0,1.0,0.2596206529612003,0.7744553704497474
CIDs24978538,CIDs24998177,-0.0005,0.208202,CIDs24978538_CIDs24998177,0.0,-0.3155930562736874,-0.3939393939393939,-0.2888888888888889,-1.0,-1.0,-1.0,0.2082026003776129,0.3461961252722976
CIDs24978538,CIDs25262792,-0.002,0.225806,CIDs24978538_CIDs25262792,0.0,-0.2486805780353087,-0.1441536342273721,-0.1033681765389082,-1.0,-1.0,-1.0,0.2258148569868688,0.17895930519467695
CIDs24978538,CIDs00148191,-0.0011,0.207006,CIDs24978538_CIDs00148191,0.0,0.2762202628863003,0.2666666666666666,0.1666666666666666,1.0,1.0,1.0,0.2070089225999691,0.7914641644277912
CIDs24978538,CIDs06442177,0.0579,0.203822,CIDs24978538_CIDs06442177,0.0,0.7111189743730808,0.6175824175824175,0.4505494505494506,1.0,1.0,1.0,0.2118863319895835,0.22321882433962148
CIDs24978538,CIDs45375953,0.0884,0.181269,CIDs24978538_CIDs45375953,0.0,-0.1375124938468112,-0.1333333333333333,-0.1666666666666666,-1.0,-1.0,-1.0,0.2016755075883038,0.8974601797369575
CIDs24978538,CIDs11520894,-0.0035,0.200608,CIDs24978538_CIDs11520894,0.0,0.367419105258445,0.3833333333333333,0.2777777777777778,1.0,1.0,1.0,0.2006385298590477,0.739194085476609
CIDs24978538,CIDs11640390,0.018,0.173077,CIDs24978538_CIDs11640390,0.0,0.1955128236458081,0.2121212121212121,0.2444444444444444,1.0,1.0,1.0,0.1740104822388582,0.025491657277241675
CIDs24978538,CIDs45381890,-0.0007,0.246154,CIDs24978538_CIDs45381890,0.0,0.2176648514316494,0.3636363636363637,0.2727272727272727,1.0,1.0,1.0,0.2461549953098657,0.6017097899984106
CIDs24978538,CIDs56953069,-0.0007,0.210692,CIDs24978538_CIDs56953069,0.0,0.4544528729444794,0.3809523809523809,0.2857142857142857,1.0,1.0,1.0,0.21069316283164,0.413814924719208
CIDs24978538,CIDs16659841,0.0316,0.119355,CIDs24978538_CIDs16659841,0.0,0.1595290355832855,0.1446153846153846,0.1076923076923077,1.0,1.0,1.0,0.1234673075149855,0.24590430071792135
CIDs24978538,CIDs11707110,0.0333,0.218391,CIDs24978538_CIDs11707110,0.0,-0.271197859450494,-0.0763125763125763,-0.0427350427350427,-1.0,-1.0,-1.0,0.2209151848130861,0.6340362252363073
CIDs24978538,CIDs10127622,0.0409,0.23839,CIDs24978538_CIDs10127622,0.0,-0.0688348536718256,-0.026821165221619,-0.024390243902439,-1.0,-1.0,-1.0,0.2418731115688554,0.07772153259122061
CIDs24978538,CIDs16719221,-0.002,0.208092,CIDs24978538_CIDs16719221,0.0,0.1355503597493189,0.2659340659340659,0.1648351648351648,1.0,1.0,1.0,0.2081016109115928,0.4791310732850679
CIDs24978538,CIDs67161792,-0.0007,0.281787,CIDs24978538_CIDs67161792,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2817878694496979,0.39513607727137534
CIDs24978538,CIDs73294313,-0.0005,0.2467530000000001,CIDs24978538_CIDs73294313,0.0,-0.1215850041811622,-0.0592885375494071,-0.0355731225296442,-1.0,-1.0,-1.0,0.246753506578934,0.3660672663271409
CIDs24978538,CIDs15951529,-0.0032,0.244898,CIDs24978538_CIDs15951529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2449189057708694,0.9283360031133314
CIDs24978538,CIDs46893585,-0.0009,0.254601,CIDs24978538_CIDs46893585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2546025907193405,0.11799773745254949
CIDs24978538,CIDs15953870,0.0094,0.293051,CIDs24978538_CIDs15953870,0.0,-0.3313246359822976,-0.6,-0.4444444444444444,-1.0,-1.0,-1.0,0.2932017199830178,0.2535476566095778
CIDs24978538,CIDs46244173,-0.0008,0.205438,CIDs24978538_CIDs46244173,0.0,-0.2971856258544438,-0.0166666666666666,-0.0555555555555555,-1.0,-1.0,-1.0,0.2054395576416577,0.2766484580748715
CIDs24978538,CIDs46244453,-0.0005,0.206587,CIDs24978538_CIDs46244453,0.0,0.2065927954551364,0.0939962476547842,0.0564102564102564,1.0,1.0,1.0,0.206587605071069,0.7841973162818647
CIDs24978538,CIDs00001805,-0.0014,0.1428569999999999,CIDs24978538_CIDs00001805,0.0,0.0698785979938543,-0.0357142857142857,-0.0476190476190476,1.0,-1.0,-1.0,0.1428638598421588,0.9144118210753241
CIDs24978538,CIDs46836568,0.1058,0.243243,CIDs24978538_CIDs46836568,0.0,0.2887546159664239,0.2478632478632478,0.1630769230769231,1.0,1.0,1.0,0.265256097100519,0.16577426725588773
CIDs24978538,CIDs49846579,0.3501,0.583871,CIDs24978538_CIDs49846579,0.0,-0.289121775279433,-0.3943833943833944,-0.2991452991452992,-1.0,-1.0,-1.0,0.6807902427627764,0.10452990430961495
CIDs24978538,CIDs46930996,-0.0009,0.176471,CIDs24978538_CIDs46930996,0.0,0.3521540580736409,0.3333333333333333,0.2222222222222222,1.0,1.0,1.0,0.176473294979722,0.2457064111823397
CIDs24978538,CIDs67970189,-0.0005,0.221854,CIDs24978538_CIDs67970189,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.221854563432894,0.59540419287971
CIDs24978538,CIDs11327430,-0.0044,0.209836,CIDs24978538_CIDs11327430,0.0,-0.058341178227144,-0.0818181818181818,-0.0380952380952381,-1.0,-1.0,-1.0,0.209882126194681,0.8375791884290442
CIDs24978538,CIDs00003310,-0.0048,0.166667,CIDs24978538_CIDs00003310,0.0,0.0085771683102805,-0.0662337662337662,-0.0571428571428571,1.0,-1.0,-1.0,0.166736105535064,0.10975274891406273
CIDs24978538,CIDs56973724,0.0165,0.216393,CIDs24978538_CIDs56973724,0.0,0.3426215925038446,0.0,0.0,1.0,0.0,0.0,0.2170211520773954,0.30451789794212314
CIDs24978538,CIDs00003385,0.0624,0.0748031,CIDs24978538_CIDs00003385,0.0,-0.4256814247042587,-0.6071428571428572,-0.5238095238095238,-1.0,-1.0,-1.0,0.0974128521788064,0.5575688236033841
CIDs24978538,CIDs09933475,0.0157,0.198675,CIDs24978538_CIDs09933475,0.0,0.0264221806986723,-0.0357142857142857,-0.0476190476190476,1.0,-1.0,-1.0,0.1992943692757023,0.5712110544252906
CIDs24978538,CIDs05311497,0.0145,0.306329,CIDs24978538_CIDs05311497,0.0,0.0007925381694995,-0.0539215686274509,0.0,1.0,-1.0,0.0,0.3066719847671124,0.9357145869045287
CIDs24978538,CIDs24856436,0.0102,0.240223,CIDs24978538_CIDs24856436,0.0,0.2045121333063913,0.1333333333333333,0.1111111111111111,1.0,1.0,1.0,0.2404394512741201,0.6009882713416297
CIDs24978538,CIDs44381568,-0.0007,0.207237,CIDs24978538_CIDs44381568,0.0,0.055133679198702,0.0846774193548387,-0.0021505376344086,1.0,1.0,-1.0,0.2072381822179494,0.5211032679254646
CIDs24978538,CIDs00002719,0.016,0.201613,CIDs24978538_CIDs00002719,0.0,-0.0356193690602389,0.3566433566433567,0.2121212121212121,-1.0,1.0,1.0,0.2022468832120781,0.8751890339868698
CIDs24978538,CIDs76321032,-0.0005,0.193146,CIDs24978538_CIDs76321032,0.0,0.1646192467731875,0.0909090909090908,0.0666666666666666,1.0,1.0,1.0,0.1931466471777338,0.318479720942202
CIDs24978538,CIDs56946894,-0.0005,0.186916,CIDs24978538_CIDs56946894,0.0,0.1341125169570498,0.0360962566844919,0.0227272727272727,1.0,1.0,1.0,0.1869166687484024,0.8669868652258522
CIDs24978538,CIDs00064780,-0.0018,0.250784,CIDs24978538_CIDs00064780,0.0,-0.1782687388421052,-0.2207235240129347,-0.1107018606925119,-1.0,-1.0,-1.0,0.2507904596590548,0.6963248571823217
CIDs24978538,CIDs00001690,-0.0008,0.187861,CIDs24978538_CIDs00001690,0.0,-0.1488826866095142,-0.0532467532467532,-0.019047619047619,-1.0,-1.0,-1.0,0.1878627033793563,0.22509302094434402
CIDs24978538,CIDs10368812,-0.0007,0.211268,CIDs24978538_CIDs10368812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2112691596613192,0.7091369004732937
CIDs24978538,CIDs10163178,-0.002,0.219745,CIDs24978538_CIDs10163178,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2197541012700331,0.5540973045737805
CIDs24978538,CIDs00123631,0.0495,0.210169,CIDs24978538_CIDs00123631,0.0,0.177600647491402,0.221357063403782,0.1310344827586207,1.0,1.0,1.0,0.2159195650259605,0.28752461030034304
CIDs24978538,CIDs11375205,-0.0008,0.24,CIDs24978538_CIDs11375205,0.0,0.3289527466214773,0.287253869216433,0.1869918699186992,1.0,1.0,1.0,0.2400013333296296,0.12481197371956354
CIDs24978538,CIDs46224759,-0.0011,0.214765,CIDs24978538_CIDs46224759,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2147678170140955,0.4105466959892995
CIDs24978538,CIDs00104741,0.0432,0.19697,CIDs24978538_CIDs00104741,0.0,0.0797641148537229,0.3571428571428572,0.1428571428571428,1.0,1.0,1.0,0.2016517317059291,0.9388644051776465
CIDs24978538,CIDs00005376,0.0889,0.214575,CIDs24978538_CIDs00005376,0.0,-0.0398164184707463,-0.6000000000000001,-0.3333333333333334,-1.0,-1.0,-1.0,0.2322620085700629,0.31885759929847357
CIDs24978538,CIDs74767926,-0.0007,0.249135,CIDs24978538_CIDs74767926,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.249135983400632,0.5881458839835633
CIDs24978538,CIDs51039095,-0.0023,0.279863,CIDs24978538_CIDs51039095,0.0,0.070093974571429,0.0,0.0333333333333333,1.0,0.0,1.0,0.2798724508932596,0.5318331724733003
CIDs24978538,CIDs16720766,0.049,0.255034,CIDs24978538_CIDs16720766,0.0,0.5376062885580146,0.2833333333333333,0.2222222222222222,1.0,1.0,1.0,0.259698558247827,0.060960949300162826
CIDs24978538,CIDs23725625,0.0136,0.223729,CIDs24978538_CIDs23725625,0.0,0.0514397402267484,0.1217636022514071,0.0794871794871795,1.0,1.0,1.0,0.2241419760798945,0.024254902970170966
CIDs24978538,CIDs44199317,-0.0007,0.2,CIDs24978538_CIDs44199317,0.0,-0.2241468581327232,-0.1556776556776556,-0.0883190883190883,-1.0,-1.0,-1.0,0.2000012249962484,0.7247733232701249
CIDs24978538,CIDs11625818,0.0669,0.174927,CIDs24978538_CIDs11625818,0.0,0.5231427181025666,0.2857142857142857,0.2380952380952381,1.0,1.0,1.0,0.1872833824155255,0.9702143723505604
CIDs24978538,CIDs17755052,0.0361,0.257225,CIDs24978538_CIDs17755052,0.0,0.0302142530414646,0.0448405253283302,0.0435897435897436,1.0,1.0,1.0,0.2597458577629294,0.9684722257080284
CIDs24978538,CIDs00447654,-0.0027,0.221477,CIDs24978538_CIDs00447654,0.0,-0.3337924587376588,-0.006060606060606,-0.0222222222222222,-1.0,-1.0,-1.0,0.2214934570794361,0.5343722239116913
CIDs24978538,CIDs44449126,-0.0005,0.203175,CIDs24978538_CIDs44449126,0.0,0.1445175051198617,0.1666666666666666,0.1461988304093567,1.0,1.0,1.0,0.2031756152322419,0.7093608684787382
CIDs24978538,CIDs56649450,-0.0034,0.234604,CIDs24978538_CIDs56649450,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2346286359675647,0.5806323567183354
CIDs24978538,CIDs44137675,-0.0016,0.228013,CIDs24978538_CIDs44137675,0.0,-0.0739818898185858,-0.1191348973607038,-0.0887096774193548,-1.0,-1.0,-1.0,0.2280186136459039,0.9834102900233556
CIDs24978538,CIDs54751698,-0.0027,0.215017,CIDs24978538_CIDs54751698,0.0,0.4273830051035977,0.7999999999999999,0.6666666666666669,1.0,1.0,1.0,0.2150339514797605,0.8416496145055865
CIDs24978538,CIDs16654980,0.0094,0.208861,CIDs24978538_CIDs16654980,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2090724212348438,0.3694351651053268
CIDs24978538,CIDs25033539,-0.0018,0.221538,CIDs24978538_CIDs25033539,0.0,0.1491358666414324,0.2969696969696969,0.1555555555555555,1.0,1.0,1.0,0.2215453123945528,0.34137232780533056
CIDs24978538,CIDs49867926,-0.0024,0.26183,CIDs24978538_CIDs49867926,0.0,0.3625540263266345,-0.1071428571428571,-0.1428571428571428,1.0,-1.0,-1.0,0.2618409992724592,0.6745335284633599
CIDs24978538,CIDs58423153,-0.0008,0.300341,CIDs24978538_CIDs58423153,0.0,-0.2260712429523546,-0.2843478260869565,-0.1739130434782608,-1.0,-1.0,-1.0,0.300342065453709,0.2753353637588165
CIDs24978538,CIDs00176166,0.0802,0.303333,CIDs24978538_CIDs00176166,0.0,0.4004044425258979,0.0714285714285714,0.0714285714285714,1.0,1.0,1.0,0.3137561933874772,0.7062593434776564
CIDs24978538,CIDs11519784,-0.0008,0.246106,CIDs24978538_CIDs11519784,0.0,-0.2291811404881969,-0.0545454545454545,-0.0666666666666666,-1.0,-1.0,-1.0,0.2461073002493018,0.20927949818816138
CIDs10126189,CIDs11717001,-0.0027,0.248031,CIDs10126189_CIDs11717001,0.0,0.0593819379815621,0.0952380952380952,0.0,1.0,1.0,0.0,0.2480456953083443,0.06418270834178263
CIDs10126189,CIDs42611257,0.0325,0.242308,CIDs10126189_CIDs42611257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2444778453439084,0.6509694559513572
CIDs10126189,CIDs70685869,-0.0005,0.260331,CIDs10126189_CIDs70685869,0.0,0.0453854673768683,0.0,0.0,1.0,0.0,0.0,0.2603314801575099,0.1915334567635677
CIDs10126189,CIDs11656518,0.0111,0.241107,CIDs10126189_CIDs11656518,0.0,0.2138063404725823,0.1666666666666667,0.1428571428571428,1.0,1.0,1.0,0.2413623737225833,0.693587079227369
CIDs10126189,CIDs11152667,-0.0034,0.221014,CIDs10126189_CIDs11152667,0.0,-0.4710121585302613,-0.3833333333333333,-0.2777777777777778,-1.0,-1.0,-1.0,0.2210401506423663,0.461227382829798
